"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"CHS3","YBR023C","ORF","284428-287925","-","II","chitin biosynthesis",NA,NA,NA,"0004100; 0031410; 0005886; 0005886; 0016740; 0016757; 0071555; 0045009; 0005935; 0000131; 0016020; 0016758; 0005783; 0005628; 0030476; 0005935; 0034221; 0004100; 0005737; 0000131; 0030659; 0005935; 0043332; 0016021; 0016021",28.00477484,28.43603847,28.83400865,29.31827966,29.63133273,30.42575937,31.04981292,31.44125667,31.84427126,31.94218919,31.73895601,31.33532535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR043C","YCR043C","ORF","206261-206644","-","III",NA,0,0,1,"0003674; 0043332; 0005829; 0008150; 0005794",182.3238845,185.3410667,188.4896128,191.6476532,195.4692635,198.1391202,197.032674,182.3543082,187.2732449,194.6434907,206.003243,221.1275636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDH3","YAL062W","ORF","31567-32940","+","I","glutamate biosynthesis from ammonia",0,0,1,"0019676; 0004354; 0004354; 0004354; 0016491; 0055114; 0006537; 0006537; 0005634; 0004352; 0005739; 0055114; 0016639; 0016491; 0006520; 0004354; 0005739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.50677182,63.91794287,68.43869988,75.12234719,85.73490405,90.70249325,92.4687173,94.51119167,102.7688253,111.3441751,113.4815453,103.0337604
"MRPL16","YBL038W","ORF","146187-146885","+","II",NA,NA,NA,NA,"0005739; 0005840; 0005762; 0003735; 0005739; 0032543; 0003735; 0005622; 0005840; 0006412; 0019843; 0003735; 0005739; 0030529; 0005762; 0019843; 0005739",40.84350316,41.55506666,42.47744065,42.91444104,45.29548883,41.52136493,35.83246085,25.72065882,27.31124226,29.72853699,34.36129432,39.80254429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMT1","YBR034C","ORF","304930-305976","-","II",NA,0,1,0,"0006406; 0016740; 0018216; 0006479; 0008168; 0019919; 0005829; 0034969; 0044020; 0035241; 0035241; 0035242; 0035242; 0018216; 0018216; 0018216; 0018216; 0032968; 0060567; 0008168; 0018216; 0032259; 0005634; 0005634; 0005634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.16415528,16.58787246,15.64373623,14.11066035,11.49399535,8.766986639,7.036714314,6.070636877,6.571455361,7.157395149,8.000348707,8.829155319
"DUG2","YBR281C","ORF","764970-767606","-","II",NA,0,0,1,"0008233; 0006508; 0034399; 0006751; 0005737; 0008152; 0005634; 0005737; 0016787; 0061672; 0008237; 0016805; 0008233; 0005634; 0005634; 0046872; 0005737; 0005737; 0016787; 0008242; 0006751; 0006751; 0003840; 0003840",10.38638111,9.896844701,9.26492867,8.598805668,7.583374503,7.338119942,7.142136452,6.569903225,6.742031785,6.811546233,6.950258567,7.116736284,4.855411473,4.906776464,4.956929107,5.012280124,5.083522123,5.100935488,4.714942368,4.424407711,4.904127931,5.241053643,5.237246046,4.557812721
"STP22","YCL008C","ORF","105696-106853","-","III",NA,NA,NA,NA,"0006464; 0015031; 0031902; 0045324; 0043130; 0006810; 1902915; 0005768; 0005768; 0016020; 0015031; 0005737; 0005737; 0006612; 0006612; 0005768; 0009898; 0000813; 0043162; 0000813; 1904669; 0005768; 0006623; 0006623; 0005829",29.4812622,28.41315755,27.33969428,26.36207345,25.30536094,25.30450107,26.09358242,28.24116987,28.62757497,29.39501046,30.49823045,32.22110533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PET9","YBL030C","ORF","163041-163997","-","II",NA,1,0,0,"0016021; 0015886; 0005739; 0005739; 0015867; 0015866; 0009060; 0006839; 0009061; 0005471; 0005743; 0055085; 0006810; 0055085; 0016020; 0005743; 0005739; 0005743; 0006810; 0005215; 0006915; 0005743; 0016021",425.5943487,430.1139952,439.4975441,450.5363241,483.0903142,479.9763014,464.4820857,432.7996376,390.3929567,379.3364782,395.7474844,463.2943681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AAD4","YDL243C","ORF","17577-18566","-","IV",NA,NA,NA,NA,"0018456; 0005575; 0055114; 0016491; 0006081",7.787137314,8.223832364,8.962987666,9.907051143,11.70454429,12.59606335,13.45548957,14.48803059,14.94942511,16.06093211,17.60701157,19.87239037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PBN1","YCL052C","ORF","34143-35393","-","III",NA,NA,NA,NA,"0005783; 0006506; 0005783; 0030433; 0016485; 0005789; 0005783; 0005789; 0006506; 0006506; 1990529; 0016020; 0016021; 0000030; 0006506",36.95355141,36.64188595,36.80657165,37.21666859,39.58054303,39.55260284,39.50030466,40.04352818,38.06366921,37.36582022,37.6519196,39.93857295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRG1","YDL240W","ORF","22823-25876","+","IV",NA,NA,NA,NA,"0060237; 0035024; 0005096; 0043547; 0090334; 0035024; 0090038; 0005739; 0060237; 0005935; 0005737; 0000755; 0043332; 0005737; 0005737; 0046872; 0005933; 0000755; 0005935; 0005096; 0005935; 0030427; 0030435; 0007165; 0008270; 0005934; 0005935; 0060237; 0000131; 0005739; 0035024; 0090038",10.84472391,10.49825599,9.994455881,9.376205992,8.397482811,7.626525192,7.0586348,7.140090127,7.368229462,7.381432121,7.427265931,7.426071912,0.7504488,0.845409262,0.950696914,1.097145534,1.323827566,1.257860105,1.232162806,1.256458727,1.6388329,1.788564032,1.586383956,0.757754079
"FLO9","YAL063C","ORF","24000-27968","-","I",NA,NA,NA,NA,"0000501; 0031589; 0005537; 0000501; 0000501; 0009277; 0000128; 0000128; 0016020; 0016020; 0005618; 0005618; 0031225; 0005576",3.625635642,3.687898983,3.772232748,3.864222029,4.026110336,4.025551384,4.068691978,4.313931217,4.678009155,5.045189298,5.460659645,5.87813178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HTA2","YBL003C","ORF","235394-235792","-","II",NA,NA,NA,NA,"0003677; 0000786; 0031298; 0046982; 0005694; 0005694; 0003677; 0006281; 0006342; 0006281; 0006974; 0000786; 0003677; 0005634; 0005634; 0000788; 0005634; 0006333",1626.997035,1615.676183,1600.47746,1582.718582,1548.391371,1533.810946,1529.644751,1557.187386,1536.617777,1555.185877,1611.137702,1733.975658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAL016C-A","YAL016C-A","ORF","124755-125069","-","I",NA,NA,NA,NA,NA,41.4249195,40.0282917,38.65579065,37.32049248,36.32063952,35.08094478,34.59520718,37.13856408,34.27547361,32.13412889,30.27017417,29.7270659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR230W-A","YBR230W-A","ORF","680362-680562","+","II",NA,NA,NA,NA,"0005575; 0008150; 0003674",49.55573894,48.00989609,46.0394962,43.58263863,39.87449557,36.43095577,35.18468783,40.54020999,42.94883412,44.72245519,46.80727037,48.91593452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LDB16","YCL005W","ORF","108021-108791","+","III",NA,0,0,1,"0016020; 0016020; 0034389; 0005739; 0005811; 0003674; 0016021; 0005811; 0005739; 0030176; 0005811",39.96623473,39.62965144,39.19914106,38.82886372,38.08751656,38.52087466,39.02124193,39.35576387,38.66239356,37.46267011,35.54339842,32.85415971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPB3","YBR278W","ORF","760294-760899","+","II",NA,NA,NA,NA,"0003690; 0008622; 0070868; 0070868; 0006261; 0003887; 0042276; 0070868; 0006272; 0006272; 0090399; 0003887; 0006261; 0003697; 0003690; 0005634; 0005634; 0003887; 0006260; 0016779; 0016740; 0003887; 0046982; 0008622",27.71018224,28.59568196,30.0216649,31.67122626,35.18132892,35.77081429,35.87829835,35.97947863,34.87469063,33.57564935,31.63285978,28.88647439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR038W-A","YCR038W-A","ORF","199293-199418","+","III",NA,NA,NA,NA,NA,8.856615458,9.410332799,9.891632729,10.14054877,10.25384082,9.121524891,8.06010118,8.045890719,9.316610222,10.31473724,11.53805332,12.61711241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBX7","YBR273C","ORF","748061-749371","-","II",NA,NA,NA,NA,"0005635; 0005783; 0003674; 0005783; 0006511; 0005783; 0005783; 0030435",28.9763157,28.9729634,29.31548638,29.96182086,31.71084575,32.69575054,33.38504455,33.98661241,31.15156771,28.79175233,26.01211407,23.44668821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PGK1","YCR012W","ORF","137746-138996","+","III","gluconeogenesis; glycolysis",NA,NA,NA,"0006096; 0005739; 0016310; 0004618; 0006096; 0004618; 0006096; 0016740; 0005737; 0005737; 0016301; 0005524; 0000166; 0004618; 0005737; 0005739; 0006094; 0006096; 0005739; 0005886",5122.273663,4996.460205,4846.763774,4687.39528,4445.336039,4362.216328,4356.666419,4513.812379,4421.733524,4346.563713,4279.885704,4258.873797,49084.52379,49591.95365,49982.62677,50212.08731,49615.46918,50109.13624,50303.26538,50109.99735,48741.72526,47182.9989,46787.12832,48938.34948
"ECM15","YBL001C","ORF","237153-237467","-","II",NA,NA,NA,NA,"0005737; 0008150; 0005634; 0005829; 0005737; 0005737; 0003674; 0005634; 0005634",282.864406,282.7060241,284.2343216,285.8565577,293.9171521,290.2815805,282.8499254,268.4720674,251.0750957,248.4832508,258.1127005,287.8938205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEN2","YCR028C","ORF","170886-172424","-","III",NA,NA,NA,NA,"0071944; 0055085; 0005886; 0015887; 0015887; 0015233; 0015233; 0016021; 0006897; 0016021; 0016020; 0000324; 0000329; 0016021; 0006820; 0044755; 0006810; 0016021; 0005886; 0005886; 0005886",27.13511357,27.04091043,26.84301493,26.59595882,25.97166125,25.80902374,26.12688093,27.51069953,29.58910138,30.77600865,31.43281442,30.86538614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAR019W-A","YAR019W-A","ORF","174998-175330","+","I",NA,NA,NA,NA,NA,2.919443179,3.043707908,3.342746413,3.87017867,4.793499303,6.114207067,7.222473973,7.381141371,6.611202206,6.326186996,6.104532254,6.394083064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PFF1","YBR074W","ORF","386286-389216","+","II",NA,NA,NA,NA,"0005773; 0016020; 0008233; 0006508; 0000329; 0000329; 0046872; 0016787; 0016021; 0005774; 0008237; 0008150; 0003674; 0000329",21.4665838,21.59405746,21.66186731,21.65194521,21.5354365,21.14253846,20.69780518,20.43832279,20.56543519,20.39786825,20.09014096,19.49122517,6.624063278,6.423007762,6.290761342,6.212773052,6.284362039,7.042099727,7.268794893,7.424480372,7.492703325,7.863236131,8.568167605,9.832402916
"UGA2","YBR006W","ORF","247010-248503","+","II","4-aminobutyrate degradation; glutamate degradation I",NA,NA,NA,"0009450; 0009013; 0004777; 0004029; 0009450; 0009013; 0055114; 0016491; 0008152; 0016491; 0016620; 0005737; 0034599; 0009013; 0006540; 0009450; 0009450; 0006540; 0009450; 0009013; 0009450; 0009013; 0055114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.67250386,37.72041851,41.08884536,46.51719893,55.48667414,65.00442416,70.80147232,76.45406727,83.45711287,90.90426668,93.59083045,87.82476054
"PHO13","YDL236W","ORF","32296-33234","+","IV",NA,NA,NA,NA,"0046838; 0008152; 0016787; 0004721; 0016791; 0016791; 0008967; 0016791; 0005634; 0005737; 0006470; 0004035",221.8850855,221.4433624,219.7159617,216.8103609,209.8809304,205.1417679,200.4419743,198.1121406,189.6080177,184.2031465,182.4531699,188.8403717,135.2642501,136.9109996,138.7519477,140.9481206,142.7904117,146.7547775,152.6013165,156.2027929,151.4120289,141.5415998,129.6113296,117.6639846
"PSY4","YBL046W","ORF","132424-133749","+","II",NA,NA,NA,NA,"0030362; 0030289; 0005737; 0005634; 0030289; 2000002; 0005634; 0005634; 0006470; 0005634; 0019888; 0019888; 0030289; 0005634; 0030289",24.25222438,24.83359599,25.36251272,25.64393159,25.99658475,24.54745634,23.33063463,23.94614056,26.10118043,26.62537232,26.17491031,23.47066342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAU3","YCR104W","ORF","307801-308175","+","III",NA,NA,NA,NA,"0008150; 0003674; 0005575; 0006950; 0016020; 0016020; 0016021",1.032772369,0.995466269,0.962639697,0.962630518,0.933632154,1.141645322,1.437789728,1.897741756,1.885173329,2.036975355,2.326403962,2.962918054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCS1","YDL226C","ORF","51115-52173","-","IV",NA,NA,NA,NA,"0006888; 0005737; 0006890; 0005793; 0006890; 0030037; 0030037; 0030037; 0005856; 0005856; 0006888; 0005829; 0005096; 0043001; 0003779; 0005096; 0005096; 0005802; 0005768; 0048471; 0006810; 0005096; 0015031; 0005096; 0005739; 0046872; 0005739; 0005794; 0005794; 0005737; 0006890",93.80752114,93.04922319,91.91710729,90.45384619,88.0038552,85.99614484,84.76636929,86.47525743,85.17839672,84.48213897,84.83913666,87.45454837,216.1211496,208.9404612,199.2846145,184.7436083,162.1765718,149.0242892,136.237872,130.0073999,136.6151532,137.2799199,144.8653904,163.1243933
"YBR076C-A","YBR076C-A","ORF","391351-391617","-","II",NA,NA,NA,NA,NA,23.14264138,22.04748922,21.12372762,20.38810051,20.3846096,20.46213219,21.20029629,22.91785831,23.05291692,25.24832814,29.61676012,37.5947956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGC1","YDL198C","ORF","103649-104551","-","IV",NA,NA,NA,NA,"0016020; 0016021; 0006879; 0000002; 0001408; 0016021; 0005743; 0000002; 0055085; 0005739; 0001409; 0006810; 0005743; 0005743; 0005739; 0005739",332.2966735,331.3202667,330.3051642,328.7113197,327.5894664,322.448162,318.1447165,317.5609198,321.4112613,324.2314957,327.0483134,327.1912378,158.0770795,158.4428687,158.8270902,159.5057385,160.7395468,158.7563349,158.450733,157.9569407,157.68044,160.1067789,161.9732619,161.8429683
"RDS1","YCR106W","ORF","310958-313456","+","III",NA,NA,NA,NA,"0005634; 0006355; 0008270; 0005575; 0046872; 0003677; 0043565; 0000981; 0009410; 0003677; 0006351; 0005634; 0005634; 0043565; 0006355",5.574026371,5.474712703,5.399942357,5.386436147,5.422610966,5.6872686,6.003278755,6.34545811,6.341854037,6.365211582,6.331434066,6.286830111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAR009C","YAR009C","transposable_element_gene","160597-164187","-","I",NA,NA,NA,NA,"0005634; 0000943; 0003887; 0003824; 0016779; 0004518; 0006310; 0003964; 0003887; 0016740; 0005634; 0046872; 0032196; 0015074; 0003723; 0003676; 0015074; 0016787; 0008152; 0005634; 0003887; 0003964; 0004523; 0005737; 0004519; 0003677; 0005737; 0005737; 0003964; 0003723; 0008233; 0004540; 0032197",4.433734353,4.293777844,4.129019423,3.960056183,3.706883793,3.650153805,3.663082044,3.817898402,3.622767556,3.502442721,3.432960265,3.519104639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DTD1","YDL219W","ORF","65242-65765","+","IV",NA,NA,NA,NA,"0005737; 0005737; 0051500; 0002161; 0016787; 0019478; 0016788; 0005737; 0097358; 1900832; 1900829; 0006399; 0005737",63.06696759,63.48730802,63.93808655,64.43317225,65.0099568,65.4753349,65.50180351,64.52814228,63.64202389,64.4586902,66.94127096,72.37874853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADF1","YCL058W-A","ORF","23584-23925","+","III",NA,NA,NA,NA,"0001012; 0005634; 0006355; 0005634; 0000122; 0000750; 0005634; 0006351",76.07406217,76.44882538,76.35860813,76.07555576,73.85124346,74.16225528,76.35911484,83.20668941,90.38524248,89.32249381,80.92780355,60.07640114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHO11","YAR071W","ORF","225460-226863","+","I",NA,NA,NA,NA,"0071944; 0016787; 0003993; 0016791; 0005576; 0003993; 0003993; 0006796",35.21224874,35.06143456,34.89498516,34.77111612,34.51702943,34.82904425,35.14273845,34.99515768,35.15940214,36.01096957,37.54313949,40.14507515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUP45","YBR143C","ORF","530869-532182","-","II",NA,NA,NA,NA,"0003747; 0006415; 0006353; 0010494; 0005737; 0006415; 0016149; 0006415; 0006415; 0005737; 0005737; 0006412; 0044822; 0006449; 0043022; 0018444; 0016149; 0006415",326.1298155,326.1338151,324.7231654,322.8353204,316.7011897,317.5826357,315.6035954,301.3654269,302.2752162,300.6503556,297.8476669,292.2422923,461.7785675,473.7270577,484.3641889,495.9284885,505.7476829,491.4550559,476.0369351,452.2616386,426.3564089,409.8344658,410.1637142,439.5077933
"APA1","YCL050C","ORF","37836-38801","-","III",NA,NA,NA,NA,"0009164; 0016740; 0000166; 0005737; 0005634; 0005634; 0005524; 0009164; 0009164; 0008796; 0008796; 0008796; 0005524; 0003877; 0016779; 0016787; 0009165; 0005634; 0004780; 0004780; 0008796; 0008796; 0003824; 0003877; 0004780; 0005737; 0009117; 0005737",197.5413179,189.3264299,178.73694,167.5664443,149.412472,146.8685973,146.3826255,144.3861584,134.3426951,124.9198514,116.8569949,114.8461899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RGD1","YBR260C","ORF","732639-734639","-","II",NA,NA,NA,NA,"0005546; 0005096; 0030479; 0005933; 0007231; 0005628; 0043332; 0080025; 0080025; 0010314; 0010314; 0005096; 0005737; 0005737; 0007165; 0005096; 0010447; 0032266; 0032266; 0070273; 0070273",14.20294151,13.54658097,12.8863804,12.2789779,11.80838478,11.55980158,11.69498977,12.77813885,12.56285946,12.32482182,12.08419796,12.01394239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRM7","YBR061C","ORF","364787-365719","-","II",NA,NA,NA,NA,"0008175; 0008033; 0002181; 0005737; 0008175; 0002181; 0030488; 0001510; 0005737; 0005737; 0005737; 0002128; 0016740; 0008168; 0008168; 0032259; 0008033; 0008175; 0032259; 0008175",56.7844955,56.77314817,56.40868161,56.04913753,54.37405036,55.44680334,56.04343054,53.99494495,55.00635487,53.43437703,49.26947321,40.77393385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBL005W-A","YBL005W-A","transposable_element_gene","221330-222652","+","II",NA,NA,NA,NA,"0005737; 0005737; 0003723; 0032197; 0003723; 0005737; 0003723; 0000943",7.752202625,7.252316125,6.524973981,5.600242633,4.033911863,2.945885494,2.194507215,2.221985615,2.310329173,2.691268861,3.685278933,5.522711708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTE1","YAL024C","ORF","101565-105872","-","I",NA,NA,NA,NA,"0007264; 0005737; 0005085; 0005085; 0005933; 0005933; 0031578; 0016192; 0061510; 0007049; 0007096; 0051301; 0005737; 0007067; 0007096; 0005088",4.340822841,4.35211439,4.344861006,4.338762902,4.266897619,4.313390103,4.340111334,4.334601094,4.217782223,4.324137951,4.65918652,5.437504685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAL063C-A","YAL063C-A","ORF","22395-22685","-","I",NA,NA,NA,NA,"0005575; 0008150; 0003674",1.565989066,1.792653257,2.066562405,2.383780802,2.862134163,3.210547403,3.282337899,2.32039056,2.775271628,3.97240547,5.965411309,8.997509668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR049C","YCR049C","ORF","211871-212317","-","III",NA,NA,NA,NA,NA,36.60940289,36.60994299,36.6617681,36.78698077,36.96344271,37.47579049,38.14637378,38.93240108,39.18074437,39.96598566,41.29980252,43.66655391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRPL11","YDL202W","ORF","98475-99224","+","IV",NA,0,0,1,"0005739; 0005739; 0005840; 0030529; 0005739; 0042254; 0003735; 0005762; 0032543; 0005622; 0005739",45.00630028,45.92366183,46.55770632,46.57193543,46.35228377,43.21053961,39.04745633,33.56237769,33.54934908,34.3716284,37.19582006,42.20605165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PGI1","YBR196C","ORF","612236-613900","-","II","gluconeogenesis; glycolysis",NA,NA,NA,"0005886; 0005739; 0005737; 0004347; 0006094; 0006096; 0005737; 0004347; 0006096; 0006094; 0006096; 0016853; 0005739; 0004347; 0006096; 0006098; 0006094; 0005737",953.6907002,941.0966861,925.7505094,909.1394429,882.3361374,872.3713212,873.2786262,902.7970477,895.2253788,883.7195183,867.2093816,847.3973924,5609.248657,5754.808189,5968.435253,6303.336255,6854.742311,7250.405075,7536.538979,7698.778744,7622.562331,7668.321262,7705.723672,7750.188324
"VID24","YBR105C","ORF","450881-451969","-","II",NA,NA,NA,NA,"0045721; 0034657; 0007039; 0006623; 0016020; 0034657; 0015031; 0005829; 0043161; 0006623; 0016023; 0003674; 0019898; 0006810; 0031410; 0030659; 0043161; 0007039",77.97572845,80.08524358,81.6560139,84.05604287,82.98983504,93.16791044,102.0148632,101.4183592,104.0263495,106.0221475,107.0714059,108.8785314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR056W-A","YBR056W-A","ORF","351255-351455","+","II",NA,NA,NA,NA,"0008150; 0003674; 0005575",52.35102242,62.57774327,76.72690347,96.34416835,123.9720234,158.461961,194.5593906,224.3789559,275.0926447,304.7935091,312.808657,280.8250195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YDL172C","YDL172C","ORF","148607-149086","-","IV",NA,NA,NA,NA,NA,136.6395311,141.9506194,148.497846,154.6217388,165.0391785,163.2457339,157.6116913,145.1547488,143.499793,151.2924258,169.2113442,201.1113494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBL036C","YBL036C","ORF","150447-151220","-","II",NA,NA,NA,NA,"0005575; 0008150; 0030170; 0005622",82.836996,83.28105133,83.88827017,84.65125297,86.3980495,87.36489368,86.61616626,80.2251966,78.65484897,81.44475111,88.98289368,104.1326254,65.26439818,65.21636194,63.59713411,59.88110614,52.38486426,40.33802981,30.14828697,22.78238891,26.59078491,26.45995429,27.65540289,29.95296368
"ROX3","YBL093C","ORF","44256-44918","-","II",NA,NA,NA,NA,"0070847; 0000122; 0005634; 0001113; 0006351; 0001135; 0051123; 0006357; 0005634; 0005634; 0006355; 0016592; 0016592; 0045944; 0001104",114.4231339,120.5092996,126.2341191,132.1253087,136.42305,144.3259265,146.1362397,127.1741241,128.475469,134.6318115,147.1686205,170.1302657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPS1","YBR126C","ORF","488905-490392","-","II","trehalose biosynthesis",NA,NA,NA,"0034605; 0044262; 0005946; 0005946; 0005946; 0005946; 0005737; 0003825; 0034599; 0005946; 0044262; 0005992; 0003825; 0003824; 0003825; 0005992; 0005992; 0016740; 0005737; 0005737; 0003825; 0071465; 0016757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.6918422,477.8552288,509.1598332,551.2152738,606.3226669,641.3320759,651.8769592,656.8593423,673.3987037,667.6419559,631.6071223,549.090544
"RPB5","YBR154C","ORF","548362-549009","-","II",NA,NA,NA,NA,"0005736; 0005736; 0005666; 0005634; 0005634; 0042254; 0003968; 0005665; 0005665; 0005665; 0005634; 0006366; 0006366; 0006360; 0006383; 0006366; 0003899; 0003677; 0001054; 0003677; 0003899; 0006351; 0001056; 0006360; 0001055; 0042797; 0005666",222.5131392,219.9711095,215.0896645,208.8915546,195.1774802,190.5716982,189.4746259,197.522753,199.6563237,188.6727239,166.3813848,127.2575781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PKC1","YBL105C","ORF","14241-17696","-","II",NA,NA,NA,NA,"0046872; 0005524; 0016310; 0004674; 0035556; 0007015; 0030427; 0032165; 0033962; 0060211; 0005634; 0005737; 0005856; 0030242; 0004697; 0007165; 0006468; 0004697; 0007049; 0016301; 0005935; 0060237; 0004672; 0035556; 0032186; 0004674; 0000166; 0006468; 0005524; 0005886; 0016740; 0007165; 0004697",23.32064483,23.27936998,23.31355017,23.300949,23.78060897,23.08510655,21.94321875,20.41492594,17.8128953,15.45388992,13.03583118,10.89291889,3.028186771,3.1186456,3.209713258,3.302733705,3.341170747,3.408680569,3.448487422,3.374709435,2.847198118,2.792334548,3.170343766,4.267422708
