"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","RLS","RLSMean","DivergenceSlopes","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"ASG1","YIL130W","ORF","102782-105676","+","IX",NA,0,0,1,"0043565; 0046872; 0005634; 0005634; 0006355; 0043565; 0008150; 0005634; 0003677; 0003677; 0005634; 0006355; 0008270; 0006351; 0006351; 0000981","35,27,27,22,36",29.4,-0.00289434424317399,29.0648743,29.05970336,29.01126893,28.95454947,28.74179683,28.82926331,28.89517157,28.91593726,28.35418505,27.8924608,27.49793657,27.46724133,5.537226381,5.47377195,5.41168206,5.334850718,5.25082685,5.209318959,5.555603647,6.058973317,6.626022773,7.044715179,7.104989443,6.51239168
"YHB1","YGR234W","ORF","959904-961103","+","VII",NA,NA,NA,NA,"0019825; 0016491; 0009636; 0020037; 0016491; 0005737; 0005634; 0010494; 0046872; 0008941; 0055114; 0005739; 0034599; 0005739; 0005737; 0016966; 0016966; 0005829; 0005759; 0005739; 0034599; 0005737; 0005737; 0055114","37,38,33,19,29,23,25,39,24,31,37,28,47,40,34,21,28,39,33,35,34,39,36,45,37,33,24,41,25,18,25,25,16,51,28,32,21,34,36,12,19,19,15,28,28,19,19,15,28,28",29.4,-0.00182654270642982,72.81614167,74.14680303,75.92317745,78.3562029,81.35949154,86.29940844,90.80213946,92.30162,94.86963652,93.45149729,87.10141964,72.98943547,227.7042077,225.8001782,221.1600302,212.5398405,194.7056096,177.3864942,171.4558525,169.9144407,170.4591828,162.3703956,165.5265716,189.5188595
"VTA1","YLR181C","ORF","516678-517670","-","XII",NA,0,0,1,"0005737; 0045324; 0010008; 0006869; 0016020; 0005768; 0006810; 0015031; 0001671; 0001671; 0032461; 0032511; 0010008; 0001671; 0005771; 0005768; 0045324; 0005737","47,39,11,21,29",29.4,0.0058742623143634,29.25903892,29.48964602,29.6807955,29.72898911,29.8795838,28.91562606,27.83788509,26.84266522,28.64028457,29.23039122,29.05140015,26.79605807,9.008612972,9.062740471,9.120381138,9.269656241,9.65154816,9.166103084,8.037920396,6.296614614,3.880908401,2.057843223,0.681559632,0.12687306
"SNO1","YMR095C","ORF","457285-457959","-","XIII",NA,NA,NA,NA,"0005737; 0042823; 0004359; 0009228; 0016787; 0042823; 0016829; 0043066; 0036381; 0008615; 0008615; 0004359; 0004359; 0006541; 0042819; 1903600","40,24,31,24,28",29.4,-0.00217771582548794,60.1259827,60.67506153,61.61530879,62.77130071,65.19364536,65.94108903,66.1189955,64.70370605,65.80861462,68.84846072,73.77159121,81.05822003,9.023470206,8.929670995,8.778276031,8.543568021,8.185801127,7.73806256,7.320069432,6.973724703,7.003501736,6.984131494,7.013504078,7.072930373
"YIP3","YNL044W","ORF","545268-545877","+","XIV",NA,NA,NA,NA,"0016021; 0030134; 0005794; 0000139; 0006888; 0016020; 0005783; 0005794; 0003674","15,14,32,31,26,29,16,29,41,33,33,39,43,19,36,45,35,41,14,16,49,13,32,30,23",29.36,0.00178208171170365,245.1836936,251.6488579,259.8061086,268.8135206,284.6628135,287.9483328,289.3977119,290.5975422,307.198372,315.6612968,318.275966,307.7168135,98.08251057,97.30353002,96.16839003,94.726075,93.41615494,86.80253583,85.19622232,81.68504916,70.80061306,66.05362135,65.40486951,70.95924744
"PEP8","YJL053W","ORF","335898-337037","+","X",NA,NA,NA,NA,"0045053; 0008565; 0008565; 0006886; 0030904; 0030906; 0015031; 0042147; 0005768; 0000329; 0005737; 0006810; 0030904","34,34,39,39,34,32,22,24,30,28,34,46,17,32,16,30,20,35,34,35,23,34,30,19,7,17,17,15,54,49",29.3333333333333,0.00488191025625363,27.82231138,26.19889609,24.53197904,22.78630156,21.21996094,19.6197393,18.48730205,18.37387941,15.9354065,14.58011784,14.11746639,15.26762544,0.498482084,0.540785623,0.597357747,0.683500302,0.830937933,0.883023099,0.887880718,0.876114126,0.902117302,0.930388149,0.924276018,0.854210309
"CPR5","YDR304C","ORF","1071880-1072557","-","IV",NA,NA,NA,NA,"0003755; 0005737; 0005783; 0005783; 0000413; 0005783; 0003755; 0003755; 0006457; 0005783; 0003755; 0005788; 0008150; 0003755; 0016853; 0042277; 0000413","26,27,40,25,27,24,28,22,22,20,29,26,36,39,23,43,24,52,43,29,19,14,24,24,47",29.32,0.000171133818009724,217.1146345,214.8608521,213.1014669,211.4419305,211.3389445,209.4164989,207.5169033,206.662633,195.8423019,196.4638854,206.8066806,234.5645815,58.14800615,53.31350583,48.12557158,41.50631418,32.33307648,32.5803322,40.82482924,54.16913316,67.04245469,75.24898401,88.50896953,110.6808927
"COG1","YGL223C","ORF","79112-80365","-","VII",NA,NA,NA,NA,"0007030; 0017119; 0000301; 0032258; 0006891; 0030674; 0015031; 0005794; 0000139; 0016020; 0006810","16,51,34,28,30,21,26,46,46,27,36,43,29,24,23,34,34,22,40,10,17,31,19,22,33,22,31,30,48,20,19,32,15,30,10,33,13,22,17,31,44,51,21,49,34",29.2,0.00160307179011301,34.11734732,33.34874958,32.36743972,31.30771186,29.46198771,28.94159595,28.94542792,30.12522978,29.83097615,29.33480469,28.56002322,27.48973348,3.76853579,3.675139421,3.580828783,3.474709913,3.367199018,3.398340996,3.376674672,3.373989612,3.415912737,3.383318671,3.204863551,2.79419007
"AIP1","YMR092C","ORF","451632-453479","-","XIII",NA,NA,NA,NA,"0006970; 0030479; 0030042; 0005737; 0005634; 0003779; 0005737; 0003779; 0032466; 0043332; 0005884; 0051016; 0030479; 0005856; 0005856; 0005737; 0030042","19,13,24,58,32",29.2,-0.00121462798603539,44.55825083,42.76301475,40.88658192,39.30270427,37.17992066,38.08226734,39.51146362,42.01301894,36.772951,33.0716314,29.56093727,28.28479858,68.46652345,68.9324886,70.20188338,72.76426316,77.93863607,81.74774121,86.61819989,90.69278486,89.37345339,92.13030195,96.76950048,104.3924261
"SKY1","YMR216C","ORF","698811-701039","-","XIII",NA,NA,NA,NA,"0004674; 0042493; 0006468; 0016301; 0000166; 0016310; 0005524; 0006468; 0016740; 0004672; 0005524; 0004674; 0006468; 0006468; 0030003; 0008361; 0005737; 0042307; 0006376; 0006873; 0004672","37,10,47,21,31",29.2,0.00451008715376931,43.20290027,42.81475968,42.32308,41.87824245,40.89062,41.28299641,41.99740421,43.62555848,41.83104675,40.16887122,38.21094949,36.65912264,7.116132216,6.949933193,6.709223322,6.322874721,5.617088197,5.108065571,4.995767049,5.382210939,6.746349608,8.630598178,9.989972924,10.00107414
"LCB4","YOR171C","ORF","652010-653884","-","XV","sphingolipid metabolism; sphingolipid metabolism",NA,NA,NA,"0017050; 0016310; 0019722; 0005794; 0005789; 0005886; 0005886; 0031902; 0000166; 0006629; 0005783; 0016301; 0005783; 0005794; 0032541; 0005886; 0005783; 0016301; 0000139; 0008481; 0016740; 0006665; 0016020; 0005768; 0005524; 0071944; 0006665","15,21,13,31,16,57,47,43,38,7,38,27,17,28,24,37,29,30,53,29,38,27,17,28,24,15,21,13,31,16,56,46,43,38,7",29.1428571428571,0.00662814886863601,28.88944404,29.0223244,29.23347596,29.51853111,30.22252387,30.50277362,30.76443589,31.53936181,30.14551659,28.00674664,25.01053746,21.36366718,4.999203942,4.912922958,4.861775115,4.846430692,4.928510931,5.161073027,5.326948942,5.32113286,4.43174517,3.893146839,4.240379377,6.201734897
"LSB3","YFR024C-A","ORF","201960-203433","-","VI",NA,0,1,0,"0005739; 0005737; 0005935; 0003674; 0005737; 0005737; 0032587; 0051015; 0035091; 0051017; 1900027; 0030479; 0051666; 0051666","39,38,52,38,32,40,32,47,38,29,32,24,31,43,32,41,36,40,29,31,16,31,35,37,26,24,23,26,39,26,37,28,25,36,16,21,36,26,23,30,45,29,23,32,22,10,19,22,30,18,43,11,36,14,40,33,30,46,33,34,35,49,39,37,24,28,27,28,38,42,37,18,33,33,26,19,35,26,19,36,4,26,36,43,16,10,36,17,32,27,37,38,35,42,22,26,22,38,49,23,5,55,49,47,15,23,15,5,37,34,34,24,29,21,27,34,29,24,32,33,29,28,41,30,21,35,14,23,32,18,46,31,23,9,17,22,10,21,21,24,24,27,14,14,10",29.0965517241379,-0.00339790382676402,64.90485102,62.71045533,60.64990468,58.55670761,57.40038535,54.58596214,52.85370427,56.14363346,50.72686993,46.98711689,44.15731324,44.01149321,97.30794563,99.30393728,102.0226998,106.3280031,114.1168862,115.0957391,117.1683093,117.5255747,116.2275865,114.2053374,107.9618028,94.59064982
"TCB3","YML072C","ORF","124730-129367","-","XIII",NA,0,1,0,"0016021; 0032541; 0005933; 0016020; 0005739; 0005543; 0008289; 0008289; 0005739; 0046872; 0005544; 0005886; 0090158; 0032541; 0060304; 0005783","44,24,23,20,34,36,30,27,21,27,34,22,32,17,22,36,23,20,25,37,37,18,25,32,17,41,26,20,32,26,23,43,22,31,32,24,42,27,34,30,23,43,30,20,32,34,18,30,42,27,44,20,45,22,30,19,32,27,34,41,43,42,29,19,15,38,29,19,25,16,37,26,38,31,38,31,38,21,29,43,2,22,14,34,38,34,2,12,37,43,46,33,28,38,19,25,13,41,45,29,16,28,14,12,41,41,33,45,17,15,54,18,14,43,19,42,45,31,29,35,17,30,23,29,31",29.064,0.00207876122029837,32.63085872,31.0855219,29.4206613,27.8125427,25.65370444,25.32559561,25.5570035,27.0336845,23.35983352,21.6316397,21.04947295,23.33906522,323.0025476,324.9742567,328.6434823,334.839062,345.4861606,357.9878532,365.7336763,368.1166562,357.0727383,358.8567644,363.3011927,372.0582985
"CRN1","YLR429W","ORF","990777-992732","+","XII",NA,NA,NA,NA,"2000601; 0005826; 0051015; 0030674; 0008017; 0007015; 0007015; 0007017; 0034316; 0034316; 0030479; 0005885; 0005885; 0051666; 0003779; 0015629; 0030036; 2000601","35,33,35,27,38,13,35,44,34,36,31,7,33,29,16,33,34,31,37,42,7,8,34,30,28,20,26,19,25,28,27,12,30,25,35,38,27,18,36,19,33,49,46,26,17,44,30,40,38,21,34,33,18,35,42,40,41,10,41,16,20,21,33,16,43,21,16,36,32,35,39,43,43,37,40,25,37,21,37,47,30,23,37,42,28,18,30,21,18,21,27,47,38,33,27,32,16,12,32,33,31,30,24,17,35,34,19,13,23,33,12,30,25,30,23,17,30,23,33,34,39,34,23,22,23,41,22,22,33,35,18,25,35,15,33,39,34,23,22,23,20,40,47,32,19",29.0413793103448,-0.000734582029466271,77.84607292,76.07563095,73.84497539,71.40592146,67.52691472,65.82158218,65.07312387,67.07809655,64.82884093,62.30407231,59.27385904,56.12448489,193.7366435,197.1436321,199.5349764,201.8887176,204.7364926,187.7386387,179.378122,170.5270452,167.3226558,149.6706889,122.9437182,82.34633113
"ARF2","YDL137W","ORF","216529-217074","+","IV",NA,NA,NA,NA,"0005525; 0005525; 0016192; 0000166; 0006810; 0015031; 0007264; 0005794; 0005794; 0016236; 0005622; 0005829; 0003924; 0005794; 0005794","39,13,33,33,27",29,0.00429453257439093,449.39565,454.8169319,466.0800449,479.5897495,513.3897982,516.777031,509.3786765,481.2187739,452.3954903,449.4995758,465.3581466,511.951495,41.0512972,42.01660123,43.8967868,47.04466326,52.63967397,58.85636796,61.91321579,64.97025548,68.82183302,78.36747351,86.24515131,89.45548098
"DAL3","YIR032C","ORF","415030-415617","-","IX","allantoin degradation",NA,NA,NA,"0000256; 0000256; 0016020; 0050385; 0050385; 0004848; 0050385; 0050385; 0000256; 0006144; 0016829","28,14,38,36,29",29,-0.00466336088558173,58.00126371,58.48305155,59.03141279,59.61848568,60.43863321,60.96415129,60.29229355,55.58745048,55.40922174,59.21675263,67.1756108,81.22904725,58.39875983,56.51572621,53.99409747,50.39920565,45.97611517,39.38321134,32.99832038,27.36351516,26.33446691,26.53014776,25.76930556,21.6545838
"HMF1","YER057C","ORF","270737-271126","-","V",NA,NA,NA,NA,"0005829; 0005737; 0005634; 0003674; 0008150; 0005758; 0005737; 0005737; 0005739; 0005634; 0005634; 0005758","29,24,29,38,25",29,0.00985933980429878,395.5163227,393.9812701,392.0491258,389.222947,384.9604332,379.5390427,373.421015,364.9863478,360.8074385,365.6017081,379.3939563,405.7576848,277.7597469,258.2311111,235.2707458,204.4912263,165.8570458,138.6651099,135.0571749,155.1750497,220.9484891,241.1852348,220.5358348,127.7584344
"FCY2","YER056C","ORF","266512-268113","-","V",NA,0,1,0,"0016020; 0005886; 0016021; 0015856; 0015205; 0055085; 0000329; 0005886; 0006810; 0016021; 0006810; 0016020; 0015861; 0015861; 0015212; 0015212; 0072530; 0071944; 0016021; 0005215; 0016020","9,4,10,5,12,10,14,12,15,14,15,14,15,14,16,15,18,15,18,16,19,17,20,17,20,19,20,21,22,21,22,22,23,22,23,22,23,22,23,23,23,23,26,24,26,25,27,26,27,26,27,27,28,28,29,29,29,29,30,29,30,30,30,30,30,31,30,31,31,32,31,33,31,33,31,33,32,33,33,33,33,34,34,34,34,34,34,34,35,35,35,36,35,36,36,36,36,37,36,39,37,39,39,39,39,40,39,41,40,41,41,41,42,41,44,41,47,43,49,44,44,47,47,48,50",28.912,-0.00499646013006958,615.3408473,611.3903347,603.5492004,592.8062166,570.6181285,558.634238,547.16616,534.7763528,533.4708402,523.066202,507.1354824,480.816351,60.4437732,60.41656205,60.43030155,60.54089832,60.90506228,60.5173058,61.64148673,62.57365787,61.30710947,59.88486325,60.18963303,63.78261007
"BPT1","YLL015W","ORF","116432-121111","+","XII",NA,0,1,0,"0005773; 0015723; 0005524; 0006810; 0016021; 0042626; 0055085; 0005783; 0016020; 0000329; 0042144; 0015127; 0015723; 0016887; 0005524; 0000166; 0005774; 0016021; 0016021; 0000329; 0015691; 0015086; 0015127; 0006810","23,29,42,33,20,25,53,27,37,22,32,40,28,27,45,35,31,41,25,31,31,32,18,29,40,39,25,40,34,26,21,33,45,7,20,38,26,27,14,20,49,23,39,23,31,47,45,39,28,44,37,42,37,44,17,35,41,16,20,15,39,5,30,27,31,18,21,15,25,12,24,41,28,39,27,28,40,38,28,49,45,34,51,38,23,26,31,39,37,29,7,31,31,42,13,17,47,31,38,49,30,36,30,13,3,22,43,33,28,19,27,50,40,28,51,39,10,23,34,45,5,18,26,28,35,23,22,8,21,12,24,28,27,20,9,19,29,29,20,41,20,12,25,20,39,11,24,19,18,22,45,29,16,46,25,43,42,54,35,46,17,18,33,28,17,27,19,29,33,39,20,8,28,25,15,27,24,36,28,30,14,28,21,21,16",28.9027027027027,-0.0109248678352971,16.51933451,16.52855985,16.75815118,17.1708995,18.23628828,18.9167144,19.25507349,18.7098082,17.39257547,16.71021075,16.14375298,16.00331145,12.29014146,12.11585226,11.74733845,11.03390445,9.724902832,8.672944769,7.492338708,6.422188044,6.001097587,5.83206508,5.744673274,5.645063772
"RPE1","YJL121C","ORF","190374-191090","-","X","non-oxidative branch of the pentose phosphate pathway",NA,NA,NA,"0046872; 0004750; 0005737; 0005975; 0004750; 0006098; 0006098; 0016857; 0008152; 0009052; 0019323; 0046872; 0044262; 0016853; 0003824; 0004750; 0005975; 0005829; 0006098; 0004750; 0004750; 0005737","20,19,28,21,6,20,38,22,9,29,37,18,30,31,9,15,20,27,28,24,14,38,34,24,36,40,44,37,35,36,21,22,22,23,37,38,43,29,25,21,14,38,34,24,36,40,44,37,35,36,21,22,22,23,37,38,43,29,25,21,16,31,20,32,27,23,42,20,42,29,19,44,47,46,17,37,41,39,47,51,18,19,17,11,27",28.8352941176471,-0.00582306055302867,149.4505724,149.6305726,149.8743566,149.7975181,150.1873732,148.2539803,145.991468,142.4696584,144.4489029,147.7598607,153.2277869,160.493872,11.95986138,11.94727629,12.33099182,13.10659758,14.43115759,19.06404467,21.33064275,23.8958703,25.63833652,28.00566062,34.05418228,46.74633457
"BRE5","YNR051C","ORF","716780-718327","-","XIV",NA,0,0.5,0.5,"0005737; 0016579; 0005829; 0003676; 0005622; 0006810; 0003729; 1990861; 0000932; 0034517; 0060628; 2000156; 0003723","31,36,26,23,13,45,31,33,30,25,40,31,21,15,27,34,29,26,15,21,17,17,22,15,14,15,15,10,21,16,24,31,44,30,40,13,28,24,11,3,37,20,15,24,28,14,37,18,19,19,10,17,19,48,17,15,36,38,9,27,44,13,48,38,52,38,17,13,50,28,42,30,31,19,27,52,17,29,40,52,36,47,50,22,33,31,43,29,27,27,36,53,55,56,43,29,24,28,38,26,33,14,26,28,25,21,21,32,48,13,31,18,38,18,23,20,30,57,30,27,22,24,30,30,32,21,23,27,17,29,24,35,23,48,51,41,23,36,19,29,38,17,13,50,28,42,30,31,19,27,44,13,48,38,52",28.8322580645161,0.00678248683406746,130.4137823,128.4432859,125.6258144,122.2368116,116.327553,112.869757,110.0791369,108.9117301,108.3649395,110.3161571,115.4988299,125.5033202,11.75540632,11.30538544,10.88201656,10.47562697,10.25248754,10.003084,9.954391802,9.812733626,8.643514713,7.721157024,7.277047928,7.710673823
"ASN2","YGR124W","ORF","739944-741662","+","VII","asparagine biosynthesis",NA,NA,NA,"0005829; 0005737; 0070981; 0008652; 0016874; 0004066; 0006541; 0005524; 0006529; 0004066; 0000166; 0006529; 0006529; 0042803; 0006541; 0004066; 0004066","8,27,32,23,28,29,31,38,31,29,43,17,45,21,29,27,45,25,25,22,27,27,34,34,23",28.8,0.00130075795631356,311.6895371,313.2704992,315.8726722,319.5913826,326.2017175,331.2922111,335.2929206,337.5263463,338.9405849,338.4120235,334.3812066,325.1840526,376.0479676,374.9267477,373.8444353,372.9864509,373.4569074,367.3206059,366.1803305,367.5108464,372.5487247,381.8138631,388.0906588,385.643777
"RPB4","YJL140W","ORF","150961-151626","+","X",NA,NA,NA,NA,"0005634; 0006974; 0034402; 0003968; 0006281; 0003899; 0005634; 0005634; 0006351; 0003899; 0006397; 0045948; 0031369; 0000288; 0000932; 0003697; 0006366; 0031990; 0005665; 0005665; 0005665; 0003727; 0000166; 0003824; 0003899; 0044237; 0005737; 0005737; 0006367; 0000932; 0005737","31,29,27,24,33",28.8,-0.00500735153379352,127.7678567,126.6154222,125.651998,124.6365741,124.9968862,122.580637,120.7733127,122.3524323,120.0989405,120.0363984,122.4104231,129.0969236,32.47991593,29.06774227,25.9666928,22.44188584,18.43558526,24.54148959,30.56148956,36.07176433,31.05603605,30.90082717,36.89404551,54.48763327
"CCS1","YMR038C","ORF","347511-348260","-","XIII",NA,0,0,1,"0005743; 0055114; 0016532; 0016532; 0016532; 0015680; 0015680; 0030001; 0046872; 0005507; 0016532; 0005739; 0005634; 0008270; 0004784; 0019430; 0005737; 0005739; 0005737; 0005737; 0005758; 0046872; 0006801; 0005829","28,38,31,15,32",28.8,-0.000907320146421191,113.5659537,114.7533066,115.671026,117.0556149,116.6555613,122.2010397,127.1441557,127.6722676,128.5273272,126.7784563,122.0044245,113.827815,112.7782205,110.4634696,106.2640568,98.93568449,85.99788225,75.28699293,62.41100531,52.63218377,54.67155888,58.87987234,74.30846158,106.3992048
"COG6","YNL041C","ORF","549468-551987","-","XIV",NA,NA,NA,NA,"0005794; 0016020; 0003674; 0032258; 0017119; 0000139; 0006891; 0015031; 0006891; 0017119; 0006810","21,48,22,34,19",28.8,-0.0120428666839431,14.33175439,14.06282638,13.74964594,13.37880503,13.09089218,12.40378357,12.02483188,12.96888477,12.8450457,11.59224183,9.357648982,5.672635075,6.665102048,6.804087648,7.211722412,7.92631086,9.139418402,12.12456602,13.3922221,13.70120633,11.21194623,9.095498127,7.476267237,7.474166711
"RTN1","YDR233C","ORF","929470-930357","-","IV",NA,0,0.5,0.5,"0005783; 0005739; 0005739; 0005794; 0005783; 0005783; 0071944; 0012505; 0032581; 0034976; 0048309; 0005789; 0030176; 0032541; 0071782; 0071786; 0071788; 0071786; 0071786; 0071786; 0005739; 0005783; 0016021; 0016020; 0051292; 0003674; 0007029; 0071786; 0071786; 0071786","18,15,34,36,36,30,22,44,28,42,41,27,21,46,45,24,32,16,44,41,33,33,19,7,18,19,21,41,16,14,39,32,41,34,27,26,40,42,43,17,16,16,22,30,28,34,30,29,37,38,39,39,41,28,44,34,21,34,21,19,4,23,28,22,33,21,24,38,33,26,20,22,46,37,15,39,34,23,24,40,25,30,12,19,32,22,14,38,44,23,30,8,28,14,40,35,28,18,16,29,10,12,29,12,23,36,15,15,30,42,36,38,23,18,29,31,38,38,33,39,33,37,21,28,48,43,47,18,8,32,38,19,57,16,30,37,13,50,19,9,32,18,29,49,28",28.7379310344828,-0.00499639618513648,515.736718,509.4561419,502.1292266,493.0205719,484.7536761,466.7965868,451.2596846,444.3595982,464.2565864,457.8535435,429.6015201,355.2154443,1047.746127,1073.680065,1098.556968,1129.033562,1169.91838,1124.719471,1112.208112,1093.140253,1100.153231,1084.754059,1030.131028,906.4304613
"BLM10","YFL007W","ORF","123479-129910","+","VI",NA,NA,NA,NA,"0016504; 0005839; 0005634; 0005737; 0005737; 0070628; 0005634; 0000502; 0061136; 0006974; 0005839; 0016021; 0034515; 0005634; 0043248; 0006281; 1990237; 0070628; 0005634; 0005634; 1990236; 0043248","31,22,35,19,30,36,11,57,26,25,28,28,16,32,23,29,49,14,31,28,24,47,23,21,24,25,14,37,15,55,26,29,18,53,21,3,27,33,33,54,11,28,20,32,26,28,36,13,19,20,29,52,25,31,26,14,24,28,17,27,33,17,35,5,8,17,51,48,56,18,46,49,50,46,50,26,48,21,19,26,16,6,44,18",28.702380952381,0.00422395703473787,11.74012111,11.70374142,11.9529256,12.3333937,13.94221617,13.78787872,12.92995324,10.36111913,9.687164797,11.07938352,14.44776991,20.6012355,4.717992105,4.843589332,5.058029789,5.435337753,6.202254231,6.60581992,6.321614173,5.816890619,5.499202811,5.380439134,5.335019663,5.363707556
"ASN1","YPR145W","ORF","822620-824338","+","XVI","asparagine biosynthesis",NA,NA,NA,"0005737; 0000166; 0070981; 0004066; 0005524; 0006529; 0016874; 0006541; 0042803; 0006541; 0005829; 0008652; 0004066; 0006529; 0004066; 0006529; 0004066","11,29,42,38,36,39,13,27,28,25,42,32,37,26,26,34,22,46,35,25,21,31,32,38,33,30,23,20,13,27,20,19,31,22,37,17,31,16,22,35,38,37,32,39,27,29,34,22,35,25,18,29,43,19,27,34,22,4,36,33,38,37,32,39,27,29,34,22,35,25,18,29,43,19,27,34,22,4,36,33,38,37,32,39,27,29,34,22,35,25,18,29,43,19,27,34,22,4,36,33,32,18,29,27,26",28.6857142857143,0.00830193222166716,501.5844459,500.977249,500.7193655,500.5430303,501.19726,500.742977,501.213503,506.4421286,497.8951852,496.8071827,502.1446943,520.9427604,576.2812898,584.0273145,592.082258,602.2407082,614.8349002,610.3091489,612.0337195,613.4110419,619.4903664,622.2557064,618.679503,603.6672088
"TRP2","YER090W","ORF","337949-339472","+","V","tryptophan biosynthesis",NA,NA,NA,"0004049; 0004049; 0004049; 0005950; 0005737; 0000162; 0016833; 0009058; 0004049; 0000162; 0004049; 0000162; 0008652; 0016829; 0046872; 0000162; 0009073","33,31,34,21,24",28.6,0.000858735741006539,178.7393054,177.2292636,175.1649488,172.9258631,168.887531,167.9477494,168.3677143,171.6927802,173.3700674,173.0591545,171.3037495,167.3992262,587.1818108,588.6634822,588.6119229,587.0004537,579.6853143,570.6343104,566.3854813,560.5000219,551.93715,548.5942756,549.4530779,557.2802629
"BGL2","YGR282C","ORF","1057783-1058724","-","VII",NA,NA,NA,NA,"0071555; 0000324; 0031505; 0008061; 0005576; 0004338; 0004553; 0005975; 0008152; 0016798; 0005618; 0005618; 0042973; 0009277; 0042124; 0009277; 0016787","25,18,36,45,19",28.6,0.00240083924738783,1083.710748,1070.233373,1055.829892,1042.323467,1025.56098,1020.253822,1029.538188,1086.548364,1079.457635,1055.064627,1009.591834,939.894755,790.0277493,768.143789,733.4105076,676.2241679,577.5596053,474.0703897,459.0795671,515.0985958,712.2381889,789.8624166,736.3140883,441.3768667
