Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YEL024W,RIP1,"Ubiquinol-cytochrome-c reductase; a Rieske iron-sulfur protein of the mitochondrial cytochrome bc1 complex; transfers electrons from ubiquinol to cytochrome c1 during respiration; during import, Rip1p is first imported into the mitochondrial matrix where ","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-0.457269008,0.48308842,1.480320117
YGR163W,GTR2,Putative GTP binding protein; negatively regulates Ran/Tc4 GTPase cycle; activates transcription; subunit of EGO and GSE complexes; required for sorting of Gap1p; localizes to cytoplasm and to chromatin; homolog of human RagC and RagD,"chromosome,cytoplasm,endomembrane system,membrane,nucleus,vacuole",-0.643189619,-0.956897747,0.425243695
YDL166C,FAP7,"Essential NTPase required for small ribosome subunit synthesis; mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p, may be the endonuclease for site D; depletion leads to acc","cytoplasm,nucleus",-0.010752737,0.116772988,-0.39797369
YJL109C,UTP10,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance,"chromosome,cytoplasm,membrane,mitochondrion,nucleolus,nucleus",1.385658001,0.06346024,-0.948343149
YLR422W,YLR422W,"Protein of unknown function with similarity to human DOCK proteins; interacts with Ino4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, YLR422W is not an essential protein; DOCK proteins act as guanine nucleotide exchange fact",cytoplasm,0.790943347,0.270586646,0.487282614
YJR096W,YJR096W,Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,"cytoplasm,nucleus",0.570080413,0.560395675,-0.081878488
YGR080W,TWF1,"Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions, ","cell cortex,cytoplasm,cytoskeleton,site of polarized growth",0.970223614,0.95533007,0.588326818
YHR031C,RRM3,DNA helicase involved in rDNA replication and Ty1 transposition; binds to and suppresses DNA damage at G4 motifs in vivo; relieves replication fork pauses at telomeric regions; structurally and functionally related to Pif1p,"chromosome,nucleus",0.454079221,0.352842307,0.62305463
YNR048W,YNR048W,"Potential noncatalytic subunit for phospholipid translocase Dnf3p; YNR048W has a paralog, CDC50, that arose from the whole genome duplication","Golgi apparatus,cytoplasm,endomembrane system",-1.019157207,-0.424146704,-1.831760725
YMR131C,RRB1,Nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p; essential gene,"nucleolus,nucleus",0.555853255,0.282351234,-0.920730718
YJR116W,TDA4,Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele,membrane,-0.115840292,-0.83847381,-0.470125813
YER035W,EDC2,RNA-binding protein that directly activates mRNA decapping; binds mRNA substrate and enhances activity of decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress; protein increases in abundance and relocalizes to nucleolus and to ,"cytoplasm,nucleolus,nucleus",0.942450891,0.635478455,0.429162549
YGR122W,YGR122W,"Protein that may be involved in pH regulation; probable ortholog of A. nidulans PalC, which is involved in pH regulation and binds to the ESCRT-III complex; null mutant does not properly process Rim101p and has decreased resistance to rapamycin; GFP-fusio","cytoplasm,membrane,nucleus,plasma membrane",-0.076734733,-0.061215875,0.107078856
YBL016W,FUS3,"Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p,","cytoplasm,mitochondrion,nucleus,site of polarized growth",0.326769684,0.716702038,-0.50435201
YDR325W,YCG1,"Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; required for clustering of tRNA genes at the nucleolus; required for replicatio","chromosome,nucleus",0.274736313,0.680831051,1.630511801
YMR012W,CLU1,Subunit of the eukaryotic translation initiation factor 3 (eIF3); component of unknown function; deletion causes defects in mitochondrial organization but not in growth or translation initiation; can rescue cytokinesis and mitochondrial organization defec,cytoplasm,-0.369952885,-0.391738494,-0.826504571
YOR017W,PET127,Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane,"cytoplasm,mitochondrial envelope,mitochondrion",,-0.109586509,0.763156609
YPL089C,RLM1,"MADS-box transcription factor; component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p; RLM1 has a paralog, SMP1, that arose from the whole genome du",nucleus,-0.124195739,0.293955956,1.828927043
YHR053C,CUP1-1,"Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-1 has a paralog,",cytoplasm,-0.385358015,0.675585731,0.675191445
YOR193W,PEX27,"Peripheral peroxisomal membrane protein; involved in controlling peroxisome size and number, interacts with Pex25p; PEX27 has a paralog, PEX25, that arose from the whole genome duplication","cytoplasm,membrane,peroxisome",0.536435346,0.303944883,0.751272496
YBR239C,ERT1,"Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm, nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in rest","cytoplasm,nucleus",-0.469817082,0.262486107,-0.432663276
YFL006W,,,,0.455335783,0.6532842,-0.346565549
YOR038C,HIR2,Subunit of HIR nucleosome assembly complex; involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p; relocalizes to the cytosol in response to hypoxia,"cytoplasm,nucleus",0.329679297,0.16740275,1.716929375
YDR038C,ENA5,Protein with similarity to P-type ATPase sodium pumps; member of the Na+ efflux ATPase family,"membrane,plasma membrane",-0.721019731,-0.077445115,0.915193692
YKR039W,GAP1,General amino acid permease; Gap1p senses the presence of amino acid substrates to regulate localization to the plasma membrane when needed; essential for invasive growth,"cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane,plasma membrane,vacuole",-3.349927513,0.217083549,0.654940385
YDL080C,THI3,"Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them, but releases and de-activates them upon binding to thiamine pyrophosphate (TPP), the end product",nucleus,-0.056254466,0.094614083,-0.32562392
YNL247W,YNL247W,"Cysteinyl-tRNA synthetase; may interact with ribosomes, based on co-purification experiments","cytoplasm,ribosome",0.008761953,-0.027706058,-1.039896528
YER017C,AFG3,Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging,"cytoplasm,membrane,mitochondrial envelope,mitochondrion,vacuole",,0.38332913,0.379553521
YDR205W,MSC2,Endoplasmic reticulum zinc transporter; part of a heterodimeric transporter with Zrg17p that transfers zinc from the cytosol to the ER lumen; member of the cation diffusion facilitator family of efflux pumps; localizes to ER and nucleus; mutations affect ,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane",,-0.999951564,0.471572025
YJL090C,DPB11,"DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p, binds to ultrafine an","chromosome,nucleus",-0.416574845,-0.4788494,-0.34684877
YIR012W,SQT1,Protein involved in 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress,"cytoplasm,ribosome",0.01587305,-0.164219431,-0.05246115
YGL130W,CEG1,"Guanylyltransferase involved in mRNA 5' capping; subunit of the mRNA capping enzyme, which is a heterotetramer composed of two molecules of Ceg1p and a homodimer of Cet1p, the mRNA 5?-triphosphatase subunit; nuclear import of Ceg1p requires interaction wi",nucleus,-0.539843492,-1.05573839,-0.694765538
YML014W,TRM9,"tRNA methyltransferase; catalyzes modification of wobble bases in tRNA anticodons to 2, 5-methoxycarbonylmethyluridine and 5-methoxycarbonylmethyl-2-thiouridine; may act as part of a complex with Trm112p; deletion mutation increases translational infideli","cytoplasm,nucleus",-0.062256821,-0.415446734,0.007853819
YIL125W,KGD1,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA","cytoplasm,mitochondrion",-4.884513041,-3.437915433,-3.432105826
YMR077C,VPS20,Myristoylated subunit of the ESCRT-III complex; the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes,"cytoplasm,endomembrane system,membrane",0.157980192,-0.057947663,-1.057106202
YKL138C,MRPL31,Mitochondrial ribosomal protein of the large subunit,"cytoplasm,mitochondrion,ribosome",0.432084944,1.099944129,1.034707734
YMR166C,YMR166C,Predicted transporter of the mitochondrial inner membrane; has similarity to human mitochondrial ATP-Mg/Pi carriers; YMR166C is not an essential gene,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",-1.20383941,0.064125914,0.693153305
YLL036C,PRP19,"Splicing factor associated with the spliceosome; contains a U-box, a motif found in a class of ubiquitin ligases, and a WD40 domain; relocalizes to the cytosol in response to hypoxia","cytoplasm,mitochondrion,nucleus",0.48133537,-0.225450496,-0.544704587
YKL116C,PRR1,"Serine/threonine protein kinase; inhibits pheromone induced signaling downstream of MAPK, possibly at the level of the Ste12p transcription factor",cytoplasm,1.416298943,0.717931379,-1.495370615
YOR269W,PAC1,"Involved in nuclear migration, part of the dynein/dynactin pathway; targets dynein to microtubule tips, which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk, ca","cytoplasm,cytoskeleton,nucleus",1.25908926,0.302055418,-0.081960327
YGR266W,YGR266W,Protein of unknown function; predicted to contain a single transmembrane domain; mutant has increased aneuploidy tolerance; localized to both the mitochondrial outer membrane and the plasma membrane; protein abundance increases in response to DNA replicat,"cytoplasm,membrane,mitochondrial envelope,mitochondrion,plasma membrane",0.442008924,1.02419281,1.334158893
YMR318C,ADH6,NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance; protein abundance increases in response to D,cellular_component,0.124658524,-0.708102913,-0.651345999
YBR039W,ATP3,"Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-1.605099414,-1.28945578,-0.71191962
YEL050C,RML2,"Mitochondrial ribosomal protein of the large subunit (L2); has similarity to E. coli L2 ribosomal protein; mutant allele (fat21) causes inability to utilize oleate, and induce oleic acid oxidation; may interfere with activity of the Adr1p transcription fa","cytoplasm,mitochondrion,ribosome",-0.303982348,-0.117971478,0.05655991
YMR044W,IOC4,Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity an,nucleus,0.957819214,0.09743796,0.598933763
YKL012W,PRP40,U1 snRNP protein involved in splicing; interacts with the branchpoint-binding protein during the formation of the second commitment complex,nucleus,-0.156307943,-0.107729498,-0.333575182
YHR108W,GGA2,"Protein that regulates Arf1p, Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate, which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog, GGA1, that arose from the whole genome duplication","Golgi apparatus,cytoplasm,endomembrane system",0.133277962,-0.370765232,-0.297920418
