"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN"
"PHO92","YDR374C","ORF","1223474-1224394","-","IV"
"WIP1","YDR374W-A","ORF","1224757-1225026","+","IV"
"BCS1","YDR375C","ORF","1225166-1226536","-","IV"
"ARH1","YDR376W","ORF","1226822-1228303","+","IV"
"ATP17","YDR377W","ORF","1228611-1228916","+","IV"
"LSM6","YDR378C","ORF","1229349-1229609","-","IV"
"RGA2","YDR379W","ORF","1230167-1233196","+","IV"
"SDH6","YDR379C-A","ORF","1233278-1233517","-","IV"
"ARO10","YDR380W","ORF","1234218-1236125","+","IV"
"YRA1","YDR381W","ORF","1236558-1238004","+","IV"
"YDR381C-A","YDR381C-A","ORF","1238312-1238850","-","IV"
"RPP2B","YDR382W","ORF","1239492-1239824","+","IV"
"NKP1","YDR383C","ORF","1239960-1240676","-","IV"
"ARS433","ARS433","ARS","1240882-1241110","0","IV"
"ATO3","YDR384C","ORF","1241204-1242031","-","IV"
"EFT2","YDR385W","ORF","1243230-1245758","+","IV"
"MUS81","YDR386W","ORF","1246084-1247982","+","IV"
"YDR387C","YDR387C","ORF","1248154-1249821","-","IV"
"RVS167","YDR388W","ORF","1250186-1251634","+","IV"
"SAC7","YDR389W","ORF","1252537-1254501","+","IV"
"UBA2","YDR390C","ORF","1254937-1256847","-","IV"
"SUF3","tG(CCC)D","tRNA_gene","1257008-1257079","-","IV"
"YDR391C","YDR391C","ORF","1257358-1258056","-","IV"
"SPT3","YDR392W","ORF","1258696-1259709","+","IV"
"SHE9","YDR393W","ORF","1259901-1261271","+","IV"
"RPT3","YDR394W","ORF","1261681-1262967","+","IV"
"SXM1","YDR395W","ORF","1263324-1266158","+","IV"
"YDR396W","YDR396W","ORF","1266295-1266795","+","IV"
"NCB2","YDR397C","ORF","1266366-1266898","-","IV"
"UTP5","YDR398W","ORF","1267471-1269402","+","IV"
"HPT1","YDR399W","ORF","1270068-1270733","+","IV"
"URH1","YDR400W","ORF","1271063-1272085","+","IV"
"YDR401W","YDR401W","ORF","1272223-1272786","+","IV"
"DIT2","YDR402C","ORF","1272234-1273703","-","IV"
"DIT1","YDR403W","ORF","1274602-1276212","+","IV"
"ARS434","ARS434","ARS","1276225-1276452","0","IV"
"RPB7","YDR404C","ORF","1276654-1277169","-","IV"
"MRP20","YDR405W","ORF","1277646-1278437","+","IV"
"PDR15","YDR406W","ORF","1279210-1283799","+","IV"
"YDR406W-A","YDR406W-A","ORF","1283799-1284044","+","IV"
"TRS120","YDR407C","ORF","1284069-1287938","-","IV"
"ADE8","YDR408C","ORF","1288215-1288859","-","IV"
"ETC1","ETC1","matrix_attachment_site","1289041-1289063","+","IV"
"SIZ1","YDR409W","ORF","1289406-1292120","+","IV"
"STE14","YDR410C","ORF","1292372-1293091","-","IV"
"DFM1","YDR411C","ORF","1293369-1294394","-","IV"
"RRP17","YDR412W","ORF","1294693-1295400","+","IV"
"YDR413C","YDR413C","ORF","1294836-1295411","-","IV"
"ERD1","YDR414C","ORF","1295598-1296686","-","IV"
"YDR415C","YDR415C","ORF","1297037-1298161","-","IV"
"SYF1","YDR416W","ORF","1298432-1301011","+","IV"
"YDR417C","YDR417C","ORF","1301555-1301926","-","IV"
"RPL12B","YDR418W","ORF","1301616-1302113","+","IV"
"ARS435","ARS435","ARS","1302689-1302768","0","IV"
"RAD30","YDR419W","ORF","1303174-1305072","+","IV"
"tS(AGA)D3","tS(AGA)D3","tRNA_gene","1305630-1305712","+","IV"
"ARS436","ARS436","ARS","1305757-1306312","0","IV"
"HKR1","YDR420W","ORF","1306267-1311675","+","IV"
"ARO80","YDR421W","ORF","1312040-1314892","+","IV"
"SIP1","YDR422C","ORF","1315326-1317773","-","IV"
"CAD1","YDR423C","ORF","1318046-1319275","-","IV"
"DYN2","YDR424C","ORF","1319387-1319841","-","IV"
"SNX41","YDR425W","ORF","1320064-1321941","+","IV"
"YDR426C","YDR426C","ORF","1321629-1322006","-","IV"
"RPN9","YDR427W","ORF","1322205-1323386","+","IV"
"BNA7","YDR428C","ORF","1323454-1324239","-","IV"
"TIF35","YDR429C","ORF","1324477-1325301","-","IV"
"CYM1","YDR430C","ORF","1325501-1328470","-","IV"
"YDR431W","YDR431W","ORF","1328390-1328701","+","IV"
"NPL3","YDR432W","ORF","1328783-1330027","+","IV"
"YDR433W","YDR433W","ORF","1329600-1330040","+","IV"
"GPI17","YDR434W","ORF","1331237-1332841","+","IV"
"PPM1","YDR435C","ORF","1332983-1333969","-","IV"
"PPZ2","YDR436W","ORF","1334821-1336953","+","IV"
"GPI19","YDR437W","ORF","1337352-1337774","+","IV"
"THI74","YDR438W","ORF","1338274-1339386","+","IV"
"LRS4","YDR439W","ORF","1339676-1340719","+","IV"
"DOT1","YDR440W","ORF","1342493-1344241","+","IV"
"APT2","YDR441C","ORF","1344517-1345062","-","IV"
"YDR442W","YDR442W","ORF","1345647-1346039","+","IV"
"SSN2","YDR443C","ORF","1345676-1349938","-","IV"
"YDR444W","YDR444W","ORF","1350290-1352353","+","IV"
"YDR445C","YDR445C","ORF","1352182-1352589","-","IV"
"tK(CUU)D2","tK(CUU)D2","tRNA_gene","1352466-1352538","-","IV"
"YDRWdelta29","YDRWdelta29","long_terminal_repeat","1352644-1352975","+","IV"
"YDRWdelta30","YDRWdelta30","long_terminal_repeat","1352976-1353226","+","IV"
"ECM11","YDR446W","ORF","1353725-1354633","+","IV"
"RPS17B","YDR447C","ORF","1354829-1355553","-","IV"
"ADA2","YDR448W","ORF","1356065-1357369","+","IV"
"UTP6","YDR449C","ORF","1357580-1358902","-","IV"
"RPS18A","YDR450W","ORF","1359923-1360798","+","IV"
"YHP1","YDR451C","ORF","1361120-1362181","-","IV"
"PPN1","YDR452W","ORF","1362878-1364902","+","IV"
"TSA2","YDR453C","ORF","1365072-1365662","-","IV"
"GUK1","YDR454C","ORF","1366264-1366827","-","IV"
"YDR455C","YDR455C","ORF","1367373-1367681","-","IV"
"NHX1","YDR456W","ORF","1367485-1369386","+","IV"
"TOM1","YDR457W","ORF","1369790-1379596","+","IV"
"ARS439","ARS439","ARS","1379641-1380100","0","IV"
"HEH2","YDR458C","ORF","1380055-1382046","-","IV"
"PFA5","YDR459C","ORF","1382319-1383443","-","IV"
"TFB3","YDR460W","ORF","1383811-1384776","+","IV"
"MFA1","YDR461W","ORF","1385176-1385286","+","IV"
"YDR461C-A","YDR461C-A","ORF","1385524-1385766","-","IV"
"MRPL28","YDR462W","ORF","1386073-1386516","+","IV"
"STP1","YDR463W","ORF","1386816-1388375","+","IV"
"SPP41","YDR464W","ORF","1388872-1393179","+","IV"
"YDR464C-A","YDR464C-A","ORF","1392492-1392680","-","IV"
"RMT2","YDR465C","ORF","1393336-1394574","-","IV"
"PKH3","YDR466W","ORF","1395121-1397817","+","IV"
"YDR467C","YDR467C","ORF","1397583-1397909","-","IV"
"TLG1","YDR468C","ORF","1398026-1398700","-","IV"
"SDC1","YDR469W","ORF","1399015-1399542","+","IV"
"UGO1","YDR470C","ORF","1399706-1401214","-","IV"
"RPL27B","YDR471W","ORF","1401770-1402564","+","IV"
"SNR13","snR13","snoRNA_gene","1402919-1403042","+","IV"
"TRS31","YDR472W","ORF","1403322-1404173","+","IV"
"ARS440","ARS440","ARS","1404290-1404524","0","IV"
"PRP3","YDR473C","ORF","1404445-1405854","-","IV"
"JIP4","YDR475C","ORF","1407464-1410094","-","IV"
"YDR476C","YDR476C","ORF","1410453-1411127","-","IV"
"SNF1","YDR477W","ORF","1412373-1414274","+","IV"
"SNM1","YDR478W","ORF","1414575-1415171","+","IV"
"PEX29","YDR479C","ORF","1415210-1416874","-","IV"
"DIG2","YDR480W","ORF","1417399-1418370","+","IV"
"PHO8","YDR481C","ORF","1418550-1420250","-","IV"
"CWC21","YDR482C","ORF","1420431-1420838","-","IV"
"KRE2","YDR483W","ORF","1421157-1422485","+","IV"
"VPS52","YDR484W","ORF","1422763-1424688","+","IV"
"VPS72","YDR485C","ORF","1424820-1427207","-","IV"
"VPS60","YDR486C","ORF","1427431-1428120","-","IV"
"RIB3","YDR487C","ORF","1428354-1428980","-","IV"
"PAC11","YDR488C","ORF","1429188-1430789","-","IV"
"SLD5","YDR489W","ORF","1431012-1431896","+","IV"
"PKH1","YDR490C","ORF","1431968-1434268","-","IV"
"YDR491C","YDR491C","ORF","1434500-1434991","-","IV"
"IZH1","YDR492W","ORF","1434924-1435874","+","IV"
"MZM1","YDR493W","ORF","1436217-1436588","+","IV"
"RSM28","YDR494W","ORF","1436930-1438015","+","IV"
"VPS3","YDR495C","ORF","1438115-1441150","-","IV"
"PUF6","YDR496C","ORF","1441433-1443403","-","IV"
"ITR1","YDR497C","ORF","1443713-1445467","-","IV"
"SEC20","YDR498C","ORF","1445843-1446994","-","IV"
"LCD1","YDR499W","ORF","1447830-1450073","+","IV"
"RPL37B","YDR500C","ORF","1450198-1450853","-","IV"
"PLM2","YDR501W","ORF","1451353-1452918","+","IV"
"SAM2","YDR502C","ORF","1453310-1454464","-","IV"
"ARS442","ARS442","ARS","1454509-1455087","0","IV"
"LPP1","YDR503C","ORF","1455042-1455866","-","IV"
"SPG3","YDR504C","ORF","1456311-1456694","-","IV"
"PSP1","YDR505C","ORF","1456695-1459220","-","IV"
"GMC1","YDR506C","ORF","1459728-1461554","-","IV"
"tL(CAA)D","tL(CAA)D","tRNA_gene","1461715-1461829","-","IV"
"ARS443","ARS443","ARS","1461862-1462173","0","IV"
"GIN4","YDR507C","ORF","1462358-1465786","-","IV"
"GNP1","YDR508C","ORF","1466453-1468444","-","IV"
"YDR509W","YDR509W","ORF","1468226-1468573","+","IV"
"SMT3","YDR510W","ORF","1469400-1469705","+","IV"
"YDR510C-A","YDR510C-A","ORF","1469695-1469811","-","IV"
"SDH7","YDR511W","ORF","1470017-1470418","+","IV"
"EMI1","YDR512C","ORF","1470500-1471063","-","IV"
"GRX2","YDR513W","ORF","1471017-1471448","+","IV"
"YDR514C","YDR514C","ORF","1471548-1472999","-","IV"
"SLF1","YDR515W","ORF","1473429-1474772","+","IV"
"EMI2","YDR516C","ORF","1474974-1476476","-","IV"
"GRH1","YDR517W","ORF","1477239-1478357","+","IV"
"EUG1","YDR518W","ORF","1478608-1480161","+","IV"
"FPR2","YDR519W","ORF","1480425-1480832","+","IV"
"URC2","YDR520C","ORF","1481085-1483403","-","IV"
"YDR521W","YDR521W","ORF","1483141-1483476","+","IV"
"SPS2","YDR522C","ORF","1483795-1485303","-","IV"
"SPS1","YDR523C","ORF","1485566-1487038","-","IV"
"ARS446","ARS446","ARS","1486918-1487161","0","IV"
"AGE1","YDR524C","ORF","1487542-1488990","-","IV"
"YDR524W-C","YDR524W-C","ORF","1489403-1489492","+","IV"
"YDR524C-B","YDR524C-B","ORF","1489598-1489798","-","IV"
"YDR524C-A","YDR524C-A","ORF","1489871-1489990","-","IV"
"API2","YDR525W","ORF","1489905-1490234","+","IV"
"SNA2","YDR525W-A","ORF","1490596-1490835","+","IV"
"YDR526C","YDR526C","ORF","1491075-1491545","-","IV"
"RBA50","YDR527W","ORF","1491094-1492413","+","IV"
"SNR84","snR84","snoRNA_gene","1492477-1493026","-","IV"
"HLR1","YDR528W","ORF","1494586-1495857","+","IV"
"QCR7","YDR529C","ORF","1496165-1496548","-","IV"
"APA2","YDR530C","ORF","1496791-1497768","-","IV"
"CAB1","YDR531W","ORF","1498232-1499335","+","IV"
"KRE28","YDR532C","ORF","1499396-1500553","-","IV"
"HSP31","YDR533C","ORF","1501447-1502160","-","IV"
"FIT1","YDR534C","ORF","1503314-1504900","-","IV"
"YDR535C","YDR535C","ORF","1506606-1507362","-","IV"
"STL1","YDR536W","ORF","1508005-1509714","+","IV"
"YDR537C","YDR537C","ORF","1510856-1511461","-","IV"
"PAD1","YDR538W","ORF","1510902-1511630","+","IV"
"FDC1","YDR539W","ORF","1512094-1513605","+","IV"
"IRC4","YDR540C","ORF","1517136-1517675","-","IV"
"YDRWdelta31","YDRWdelta31","long_terminal_repeat","1518484-1518807","+","IV"
"YDR541C","YDR541C","ORF","1519664-1520698","-","IV"
"PAU10","YDR542W","ORF","1523249-1523611","+","IV"
"TEL04R","TEL04R","telomere","1524625-1531933","+","IV"
"YDR543C","YDR543C","ORF","1524634-1524933","-","IV"
"YDR544C","YDR544C","ORF","1525095-1525523","-","IV"
"YRF1-1","YDR545W","ORF","1526321-1531711","+","IV"
"YDR545C-A","YDR545C-A","ORF","1530863-1531342","-","IV"
"TEL09L","TEL09L","telomere","1-7784","-","IX"
"YIL177C","YIL177C","ORF","483-6147","-","IX"
"YIL177W-A","YIL177W-A","ORF","846-1328","+","IX"
"ARS902","ARS902","ARS","7470-8793","0","IX"
"PAU14","YIL176C","ORF","8793-9155","-","IX"
"YIL175W","YIL175W","pseudogene","9183-9500","+","IX"
"YIL174W","YIL174W","pseudogene","9469-9696","+","IX"
"VTH1","YIL173W","ORF","11492-16141","+","IX"
"ARS904","ARS904","ARS","16141-16784","0","IX"
"IMA3","YIL172C","ORF","16784-18553","-","IX"
"YIL171W-A","YIL171W-A","ORF","18260-18712","+","IX"
"YIL171W","YIL171W","pseudogene","19515-19844","+","IX"
"HXT12","YIL170W","pseudogene","19847-21220","+","IX"
"CSS1","YIL169C","ORF","23119-26106","-","IX"
"SDL1","YIL167W","blocked_reading_frame","29032-30048","+","IX"
"YIL166C","YIL166C","ORF","30938-32566","-","IX"
"YIL165C","YIL165C","ORF","33718-34077","-","IX"
"NIT1","YIL164C","ORF","34087-34686","-","IX"
"YIL163C","YIL163C","ORF","36899-37252","-","IX"
"SUC2","YIL162W","ORF","37385-38983","+","IX"
"YIL161W","YIL161W","ORF","39433-40140","+","IX"
"POT1","YIL160C","ORF","40191-41444","-","IX"
"BNR1","YIL159W","ORF","41825-45952","+","IX"
"AIM20","YIL158W","ORF","46201-46815","+","IX"
"COA1","YIL157C","ORF","46949-47542","-","IX"
"YIL156W-A","YIL156W-A","ORF","47292-47693","+","IX"
"YIL156W-B","YIL156W-B","ORF","47690-47973","+","IX"
"UBP7","YIL156W","ORF","48091-51306","+","IX"
"GUT2","YIL155C","ORF","51759-53708","-","IX"
"IMP2'","YIL154C","ORF","53981-55021","-","IX"
"RRD1","YIL153W","ORF","55198-56379","+","IX"
"YIL152W","YIL152W","ORF","56545-57252","+","IX"
"ESL1","YIL151C","ORF","57338-60694","-","IX"
"MCM10","YIL150C","ORF","61013-62728","-","IX"
"MLP2","YIL149C","ORF","63028-68067","-","IX"
"RPL40A","YIL148W","ORF","68708-69528","+","IX"
"SLN1","YIL147C","ORF","69791-73453","-","IX"
"ARS907","ARS907","ARS","73820-73991","0","IX"
"ATG32","YIL146C","ORF","74184-75773","-","IX"
"PAN6","YIL145C","ORF","76354-77283","-","IX"
"NDC80","YIL144W","ORF","78074-80149","+","IX"
"SSL2","YIL143C","ORF","80510-83041","-","IX"
"YIL142C-A","YIL142C-A","ORF","83208-83540","-","IX"
"CCT2","YIL142W","ORF","83302-84885","+","IX"
"YIL141W","YIL141W","ORF","85053-85442","+","IX"
"AXL2","YIL140W","ORF","85366-87837","+","IX"
"REV7","YIL139C","ORF","87979-88716","-","IX"
"TPM2","YIL138C","ORF","89230-89715","-","IX"
"TMA108","YIL137C","ORF","89948-92788","-","IX"
"OM45","YIL136W","ORF","93619-94800","+","IX"
"VHS2","YIL135C","ORF","95065-96375","-","IX"
"YIL134C-A","YIL134C-A","ORF","96522-96725","-","IX"
"SNR68","snR68","snoRNA_gene","97111-97246","+","IX"
"FLX1","YIL134W","ORF","97395-98330","+","IX"
"RPL16A","YIL133C","ORF","98527-99416","-","IX"
"CSM2","YIL132C","ORF","99860-100501","-","IX"
"FKH1","YIL131C","ORF","100781-102235","-","IX"
"ASG1","YIL130W","ORF","102782-105676","+","IX"
"ARS909","ARS909","ARS","105870-106053","0","IX"
"TAO3","YIL129C","ORF","106107-113237","-","IX"
"ARS910","ARS910","ARS","113237-113806","0","IX"
"MET18","YIL128W","ORF","113806-116904","+","IX"
"RRT14","YIL127C","ORF","117024-117644","-","IX"
"STH1","YIL126W","ORF","117992-122071","+","IX"
"KGD1","YIL125W","ORF","122689-125733","+","IX"
"AYR1","YIL124W","ORF","126204-127097","+","IX"
"SIM1","YIL123W","ORF","128151-129581","+","IX"
"POG1","YIL122W","ORF","130610-131665","+","IX"
"QDR2","YIL121W","ORF","132244-133872","+","IX"
"QDR1","YIL120W","ORF","134417-136108","+","IX"
"ARS911","ARS911","ARS","136098-136338","0","IX"
"RPI1","YIL119C","ORF","136654-137877","-","IX"
"RHO3","YIL118W","ORF","139752-140447","+","IX"
"PRM5","YIL117C","ORF","140613-141569","-","IX"
"HIS5","YIL116W","ORF","142928-144085","+","IX"
"YIL115W-A","YIL115W-A","ORF","144268-144639","+","IX"
"NUP159","YIL115C","ORF","144327-148709","-","IX"
"POR2","YIL114C","ORF","149143-149988","-","IX"
"SDP1","YIL113W","ORF","150559-151188","+","IX"
"HOS4","YIL112W","ORF","151595-154846","+","IX"
"COX5B","YIL111W","ORF","155222-155765","+","IX"
"HPM1","YIL110W","ORF","156045-157178","+","IX"
"SEC24","YIL109C","ORF","157385-160165","-","IX"
"YIL108W","YIL108W","ORF","160887-162977","+","IX"
"PFK26","YIL107C","ORF","163278-165761","-","IX"
"MOB1","YIL106W","ORF","166415-167444","+","IX"
"SLM1","YIL105C","ORF","167581-169641","-","IX"
"YIL105W-A","YIL105W-A","ORF","167664-167804","+","IX"
"SHQ1","YIL104C","ORF","169982-171505","-","IX"
"DPH1","YIL103W","ORF","171751-173028","+","IX"
"YIL102C-A","YIL102C-A","ORF","173365-173592","-","IX"
"YIL102C","YIL102C","ORF","174582-174887","-","IX"
"tT(AGU)I1","tT(AGU)I1","tRNA_gene","175031-175103","+","IX"
"ARS912","ARS912","ARS","175038-175358","0","IX"
"XBP1","YIL101C","ORF","175307-177250","-","IX"
"YIL100C-A","YIL100C-A","ORF","177343-177681","-","IX"
"YIL100W","YIL100W","ORF","177373-177726","+","IX"
"SGA1","YIL099W","ORF","178004-179653","+","IX"
"FMC1","YIL098C","ORF","179772-180239","-","IX"
"FYV10","YIL097W","ORF","180427-181977","+","IX"
"BMT5","YIL096C","ORF","182117-183127","-","IX"
"tI(AAU)I1","tI(AAU)I1","tRNA_gene","183440-183513","-","IX"
"PRK1","YIL095W","ORF","183937-186369","+","IX"
"LYS12","YIL094C","ORF","186517-187632","-","IX"
"RSM25","YIL093C","ORF","187990-188784","-","IX"
"YIL092W","YIL092W","ORF","189066-190967","+","IX"
"UTP25","YIL091C","ORF","191030-193195","-","IX"
"ICE2","YIL090W","ORF","193595-195070","+","IX"
"YIL089W","YIL089W","ORF","195599-196216","+","IX"
"YILCtau1","YILCtau1","long_terminal_repeat","196653-197023","-","IX"
"YILCdelta1","YILCdelta1","long_terminal_repeat","197140-197488","-","IX"
"tE(CUC)I","tE(CUC)I","tRNA_gene","197592-197663","+","IX"
"AVT7","YIL088C","ORF","197931-199403","-","IX"
"AIM19","YIL087C","ORF","199646-200119","-","IX"
"YIL086C","YIL086C","ORF","200153-200461","-","IX"
"KTR7","YIL085C","ORF","200490-202043","-","IX"
"SDS3","YIL084C","ORF","202276-203259","-","IX"
"CAB2","YIL083C","ORF","203556-204653","-","IX"
"YILWsigma1","YILWsigma1","long_terminal_repeat","205220-205559","+","IX"
"YILWTy3-1","YILWTy3-1","LTR_retrotransposon","205220-210647","+","IX"
"YIL082W-A","YIL082W-A","transposable_element_gene","205635-210132","+","IX"
"YIL082W","YIL082W","ORF","205635-206507","+","IX"
"YILWsigma2","YILWsigma2","long_terminal_repeat","210308-210647","+","IX"
"tI(AAU)I2","tI(AAU)I2","tRNA_gene","210665-210738","+","IX"
"AIR1","YIL079C","ORF","210923-212005","-","IX"
"THS1","YIL078W","ORF","212499-214703","+","IX"
"ARS901","ARS913","ARS","214624-214754","0","IX"
"YIL077C","YIL077C","ORF","214991-215953","-","IX"
"SEC28","YIL076W","ORF","216658-217548","+","IX"
"RPN2","YIL075C","ORF","217863-220700","-","IX"
"SER33","YIL074C","ORF","221081-222490","-","IX"
"SPO22","YIL073C","ORF","222937-225954","-","IX"
"HOP1","YIL072W","ORF","226602-228419","+","IX"
"YIL071W-A","YIL071W-A","ORF","228550-229026","+","IX"
"PCI8","YIL071C","ORF","228660-229994","-","IX"
"MAM33","YIL070C","ORF","230272-231072","-","IX"
"RPS24B","YIL069C","ORF","231553-232369","-","IX"
"YIL068W-A","YIL068W-A","ORF","233013-233396","+","IX"
"SEC6","YIL068C","ORF","233057-235474","-","IX"
"YIL067C","YIL067C","ORF","235724-237760","-","IX"
"YIL066W-A","YIL066W-A","ORF","237366-237809","+","IX"
"RNR3","YIL066C","ORF","238099-240708","-","IX"
"FIS1","YIL065C","ORF","241308-241775","-","IX"
"EFM4","YIL064W","ORF","241943-242716","+","IX"
"YRB2","YIL063C","ORF","242761-243744","-","IX"
"ARC15","YIL062C","ORF","243998-244462","-","IX"
"SNP1","YIL061C","ORF","244657-245559","-","IX"
"ARS923","ARS923","ARS","245756-245925","0","IX"
"YILWdelta2","YILWdelta2","long_terminal_repeat","246220-246552","+","IX"
"YIL060W","YIL060W","ORF","246392-246826","+","IX"
"YIL059C","YIL059C","ORF","246550-246915","-","IX"
"YIL058W","YIL058W","ORF","246914-247198","+","IX"
"ARS914","ARS914","ARS","247705-247760","0","IX"
"RGI2","YIL057C","ORF","247902-248396","-","IX"
"ARS915","ARS915","ARS","248396-248850","0","IX"
"SUP17","tS(UGA)I","tRNA_gene","248850-248931","+","IX"
"VHR1","YIL056W","ORF","249991-251913","+","IX"
"YIL055C","YIL055C","ORF","252042-253925","-","IX"
"YIL054W","YIL054W","ORF","254543-254860","+","IX"
"GPP1","YIL053W","ORF","255115-255867","+","IX"
"RPL34B","YIL052C","ORF","256226-257063","-","IX"
"MMF1","YIL051C","ORF","257843-258280","-","IX"
"PCL7","YIL050W","ORF","258913-259770","+","IX"
"DFG10","YIL049W","ORF","260158-260919","+","IX"
"NEO1","YIL048W","ORF","261437-264892","+","IX"
"YIL047C-A","YIL047C-A","ORF","265099-265467","-","IX"
"SYG1","YIL047C","ORF","265115-267823","-","IX"
"YIL046W-A","YIL046W-A","ORF","268309-268473","+","IX"
"MET30","YIL046W","ORF","268651-270573","+","IX"
"PIG2","YIL045W","ORF","271161-272777","+","IX"
"AGE2","YIL044C","ORF","272950-273846","-","IX"
"CBR1","YIL043C","ORF","274072-274926","-","IX"
"PKP1","YIL042C","ORF","275108-276292","-","IX"
"GVP36","YIL041W","ORF","276525-277505","+","IX"
"APQ12","YIL040W","ORF","277723-278139","+","IX"
"TED1","YIL039W","ORF","278426-279847","+","IX"
"NOT3","YIL038C","ORF","280142-282652","-","IX"
"PRM2","YIL037C","ORF","283029-284999","-","IX"
"CST6","YIL036W","ORF","285666-287429","+","IX"
"CKA1","YIL035C","ORF","287790-288908","-","IX"
"CAP2","YIL034C","ORF","289226-290089","-","IX"
"BCY1","YIL033C","ORF","290419-291669","-","IX"
"YIL032C","YIL032C","ORF","291961-292317","-","IX"
"ULP2","YIL031W","ORF","292633-295737","+","IX"
"YIL030W-A","YIL030W-A","ORF","295565-295903","+","IX"
"SSM4","YIL030C","ORF","296050-300009","-","IX"
"YIL029W-A","YIL029W-A","ORF","299735-300106","+","IX"
"tK(CUU)I","tK(CUU)I","tRNA_gene","300228-300300","-","IX"
"YILCdelta3","YILCdelta3","long_terminal_repeat","300409-300727","-","IX"
"YIL029C","YIL029C","ORF","300829-301257","-","IX"
"YIL028W","YIL028W","ORF","302100-302498","+","IX"
"EMC5","YIL027C","ORF","303679-304104","-","IX"
"IRR1","YIL026C","ORF","304477-307929","-","IX"
"YIL025C","YIL025C","ORF","308201-308575","-","IX"
"YIL024C","YIL024C","ORF","308602-309171","-","IX"
"YKE4","YIL023C","ORF","309386-310426","-","IX"
"TIM44","YIL022W","ORF","311165-312460","+","IX"
"RPB3","YIL021W","ORF","312905-313861","+","IX"
"YIL021C-A","YIL021C-A","ORF","313199-313468","-","IX"
"YIL020C-A","YIL020C-A","ORF","313713-314051","-","IX"
"ARS918","ARS918","ARS","313861-314035","0","IX"
"HIS6","YIL020C","ORF","314035-314820","-","IX"
"FAF1","YIL019W","ORF","315093-316133","+","IX"
"RPL2B","YIL018W","ORF","316768-317932","+","IX"
"VID28","YIL017C","ORF","318200-320965","-","IX"
"SNL1","YIL016W","ORF","321454-321933","+","IX"
"BAR1","YIL015W","ORF","322342-324105","+","IX"
"tD(GUC)I1","tD(GUC)I1","tRNA_gene","324303-324374","-","IX"
