Gene ID	Entrez Gene ID	Gene Symbol	Gene Name	Organism	Unigene ID	Ensembl ID	UniProt ID	Alias	Lifespan Effect	Phenotype Description	Longevity Influence	Max Lifespan Change	Avg Lifespan Change	Method	Bibliographic reference
1047	853775	CYT2	cytochrome c1 heme lyase CYT2	Saccharomyces cerevisiae		YKL087C			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1185	855524	WHI3	WHIskey	Saccharomyces cerevisiae		YNL197C			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1185	855524	WHI3	WHIskey	Saccharomyces cerevisiae		YNL197C			decrease	Replicative lifespan decreased by 25% in the a strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1295	851618	VMS1	VCP/Cdc48-associated Mitochondrial Stress-responsive	Saccharomyces cerevisiae		YDR049W			decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1295	851618	VMS1	VCP/Cdc48-associated Mitochondrial Stress-responsive	Saccharomyces cerevisiae		YDR049W			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1316	851452	PHO2	PHOsphate metabolism	Saccharomyces cerevisiae		YDL106C		BAS2 GRF10	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1316	851452	PHO2	PHOsphate metabolism	Saccharomyces cerevisiae		YDL106C		BAS2 GRF10	decrease	Replicative lifespan decreased by 25% in the a strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1451	856409	YSC84	Ysc84p	Saccharomyces cerevisiae		YHR016C		LSB4	increase	Replicative lifespan increased by 20% in the alpha strain 	anti		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1451	856409	YSC84	Ysc84p	Saccharomyces cerevisiae		YHR016C		LSB4	increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1484	856527	ANS1	Ans1p	Saccharomyces cerevisiae		YHR126C			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1485	853723	APL2	clathrin Adaptor Protein complex Large chain	Saccharomyces cerevisiae		YKL135C			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1492	852561	SHG1	Set1c, Hypothetical G	Saccharomyces cerevisiae		YBR258C		CPS15	decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1496	851457	DUN1	DNA-damage UNinducible	Saccharomyces cerevisiae		YDL101C			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1497	854201	PEP12	carboxyPEPtidase Y-deficient	Saccharomyces cerevisiae		YOR036W		VPL6 VPS6 VPT13	decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1498	855390	PFA3	Protein Fatty Acyltransferase	Saccharomyces cerevisiae		YNL326C			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1499	855716	PUB1	PolyUridylate Binding	Saccharomyces cerevisiae		YNL016W		RNP1	decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1500	854902	RPL6A	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YML073C		YL16A	decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1500	854902	RPL6A	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YML073C		YL16A	decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1503	853262	RPL17B	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YJL177W			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1504	856784	RPL34A	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YER056C-A			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1541	856850	BOI2	Bem1 (One) Interacting protein	Saccharomyces cerevisiae		YER114C		BEB1	increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1543	854267	CRC1	CaRnitine Carrier	Saccharomyces cerevisiae		YOR100C			increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1543	854267	CRC1	CaRnitine Carrier	Saccharomyces cerevisiae		YOR100C			increase	Replicative lifespan increased 	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1544	851670	GIS1	GIg1-2 Suppressor	Saccharomyces cerevisiae		YDR096W			increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1545	851908	PIB1	PhosphatidylInositol(3)-phosphate Binding	Saccharomyces cerevisiae		YDR313C			increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1545	851908	PIB1	PhosphatidylInositol(3)-phosphate Binding	Saccharomyces cerevisiae		YDR313C			increase	Replicative lifespan increased	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1552	851141	YLR422W	hypothetical protein	Saccharomyces cerevisiae		YLR422W			increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1554	851583	DAS2	Dst1-delta 6-Azauracil Sensitivity	Saccharomyces cerevisiae		YDR020C		RRT3	increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1556	853540	MIR1	Mir1p	Saccharomyces cerevisiae		YJR077C			increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1560	854693	SDP1	Stress-inducible Dual specificity Phosphatase	Saccharomyces cerevisiae		YIL113W			increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1562	851419	RPL35B	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YDL191W		SOS2	increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1563	850682	RPL8B	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YLL045C		KRB1 SCL41	increase	Replicative lifespan increased by 25% in the alpha strain 	anti		25	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1608	854036	SKM1	STE20/PAK homologous Kinase related to Morphogenesis	Saccharomyces cerevisiae		YOL113W			decrease	Replicative lifespan decreased by 25% in the a strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1609	851076	STE11	STErile	Saccharomyces cerevisiae		YLR362W			decrease	Replicative lifespan decreased by 25% in the a strain 	fitness		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1612	853755	AAT1	Aspartate AminoTransferase	Saccharomyces cerevisiae		YKL106W			increase	Replicative lifespan increased by 25%	pro		25	Overexpression	2511: Easlon et al. (2008) "The malate-aspartate NADH shuttle components are novel metabolic longevity regulators required for calorie restriction-mediated life span extension in yeast."  Genes Dev. 22(7):931-944 (18381895)
1614	854651	GUT2	Glycerol UTilization	Saccharomyces cerevisiae		YIL155C			increase	Replicative lifespan increased by 25%	pro		25	Overexpression	2511: Easlon et al. (2008) "The malate-aspartate NADH shuttle components are novel metabolic longevity regulators required for calorie restriction-mediated life span extension in yeast."  Genes Dev. 22(7):931-944 (18381895)
1615	853777	MDH1	Malate DeHydrogenase	Saccharomyces cerevisiae		YKL085W			increase	Replicative lifespan increased by 25%	pro		25	Overexpression	2511: Easlon et al. (2008) "The malate-aspartate NADH shuttle components are novel metabolic longevity regulators required for calorie restriction-mediated life span extension in yeast."  Genes Dev. 22(7):931-944 (18381895)
1690	852135	SPS1	SPorulation Specific	Saccharomyces cerevisiae		YDR523C			increase	Replicative lifespan increased by 25%-10% in the alpha and a strains 	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1698	855764	ALG12	Asparagine-Linked Glycosylation	Saccharomyces cerevisiae		YNR030W		ECM39	increase	Replicative lifespan increased by 25% in both the alpha strain and the a strain 	anti		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1698	855764	ALG12	Asparagine-Linked Glycosylation	Saccharomyces cerevisiae		YNR030W		ECM39	increase	Deletion of alg12, a target of the unfolded protein response signaling, increases replicative lifespan. This increase is dependant on Ire1p, a functional ER stress sensor protein. 	anti		16	Deletion	3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
1836	856078	SUV3	Suv3p	Saccharomyces cerevisiae				LPB2	increase	The life span of cbs1D, cbp6D, suv3D, dss1D, pet122D, pet309D, and aep1D mutants was examined to check if the absence of members of the MTC module other than Sov1p leads to life span extension. Indeed, all those mutants were long-lived.	anti	45	25	Mutation	3272: Caballero et al. (2011) "Absence of mitochondrial translation control proteins extends life span by activating sirtuin-dependent silencing."  Mol. Cell 42(3):390-400 (21549315)
1837	852417	CBP6	Cbp6p	Saccharomyces cerevisiae					increase	The life span of cbs1D, cbp6D, suv3D, dss1D, pet122D, pet309D, and aep1D mutants was examined to check if the absence of members of the MTC module other than Sov1p leads to life span extension. Indeed, all those mutants were long-lived.	anti		25	Mutation	3272: Caballero et al. (2011) "Absence of mitochondrial translation control proteins extends life span by activating sirtuin-dependent silencing."  Mol. Cell 42(3):390-400 (21549315)
1839	850756	PET309	Pet309p	Saccharomyces cerevisiae					increase	The life span of cbs1D, cbp6D, suv3D, dss1D, pet122D, pet309D, and aep1D mutants was examined to check if the absence of members of the MTC module other than Sov1p leads to life span extension. Indeed, all those mutants were long-lived.	anti		25	Mutation	3272: Caballero et al. (2011) "Absence of mitochondrial translation control proteins extends life span by activating sirtuin-dependent silencing."  Mol. Cell 42(3):390-400 (21549315)
